S1_S0101,S2_S0101,S3_S0101,S4_S0101,S5_S0101,S6_S0101,S7_S0101,S8_S0101
0.379,1.07,1.004,1.049,0.903,0.102,0.344,0.622
0.381,1.088,1.006,1.059,0.913,0.103,0.345,0.629
0.383,1.106,1.009,1.068,0.922,0.104,0.346,0.637
0.384,1.122,1.011,1.077,0.931,0.104,0.346,0.644
0.386,1.137,1.014,1.084,0.94,0.105,0.347,0.652
0.387,1.154,1.016,1.092,0.949,0.106,0.348,0.659
0.389,1.169,1.019,1.098,0.958,0.107,0.348,0.665
0.391,1.184,1.022,1.106,0.967,0.108,0.349,0.672
0.392,1.199,1.024,1.111,0.975,0.108,0.35,0.678
0.394,1.215,1.027,1.118,0.984,0.109,0.351,0.684
0.396,1.23,1.03,1.127,0.992,0.11,0.351,0.691
0.397,1.245,1.032,1.135,1.001,0.111,0.352,0.697
0.399,1.26,1.035,1.144,1.009,0.112,0.353,0.702
0.401,1.275,1.038,1.152,1.017,0.113,0.354,0.708
0.402,1.289,1.041,1.16,1.024,0.113,0.355,0.713
0.404,1.302,1.043,1.167,1.031,0.114,0.355,0.718
0.406,1.314,1.046,1.173,1.038,0.115,0.356,0.724
0.407,1.326,1.049,1.179,1.045,0.116,0.357,0.729
0.409,1.337,1.051,1.186,1.052,0.117,0.357,0.734
0.41,1.347,1.054,1.191,1.058,0.117,0.358,0.738
0.412,1.358,1.057,1.197,1.065,0.118,0.359,0.743
0.414,1.368,1.059,1.203,1.071,0.119,0.359,0.748
0.415,1.377,1.062,1.209,1.077,0.12,0.36,0.752
0.417,1.387,1.065,1.215,1.083,0.121,0.361,0.757
0.418,1.395,1.067,1.221,1.09,0.121,0.361,0.762
0.42,1.403,1.07,1.226,1.096,0.122,0.362,0.766
0.421,1.412,1.073,1.232,1.101,0.123,0.363,0.77
0.423,1.419,1.075,1.237,1.107,0.124,0.363,0.775
0.425,1.427,1.078,1.242,1.113,0.124,0.364,0.779
0.426,1.435,1.08,1.247,1.118,0.125,0.365,0.783
0.428,1.442,1.083,1.253,1.124,0.126,0.365,0.787
0.429,1.45,1.086,1.258,1.129,0.127,0.366,0.791
0.431,1.457,1.088,1.263,1.134,0.128,0.367,0.795
0.432,1.464,1.091,1.268,1.14,0.128,0.367,0.799
0.434,1.471,1.093,1.273,1.145,0.129,0.368,0.803
0.435,1.477,1.096,1.278,1.15,0.13,0.369,0.807
0.437,1.484,1.098,1.283,1.155,0.131,0.369,0.811
0.438,1.49,1.101,1.288,1.16,0.132,0.37,0.815
0.44,1.496,1.103,1.293,1.165,0.132,0.37,0.819
0.441,1.503,1.106,1.298,1.17,0.133,0.371,0.822
0.443,1.508,1.108,1.303,1.175,0.134,0.372,0.826
0.444,1.514,1.111,1.307,1.18,0.135,0.372,0.83
0.446,1.519,1.113,1.312,1.184,0.136,0.373,0.833
0.447,1.524,1.116,1.316,1.189,0.136,0.374,0.837
0.449,1.529,1.118,1.321,1.194,0.137,0.374,0.84
0.45,1.534,1.121,1.325,1.198,0.138,0.375,0.844
0.451,1.539,1.123,1.33,1.203,0.139,0.375,0.847
0.453,1.544,1.125,1.334,1.207,0.139,0.376,0.85
0.454,1.548,1.127,1.338,1.211,0.14,0.376,0.853
0.455,1.552,1.13,1.342,1.216,0.141,0.377,0.856
0.457,1.557,1.132,1.346,1.22,0.142,0.378,0.859
0.458,1.561,1.135,1.349,1.224,0.142,0.378,0.862
0.46,1.565,1.137,1.353,1.228,0.143,0.379,0.865
0.461,1.569,1.139,1.356,1.232,0.144,0.379,0.868
0.462,1.573,1.142,1.36,1.235,0.145,0.38,0.871
0.464,1.577,1.144,1.363,1.239,0.145,0.381,0.873
0.465,1.581,1.146,1.365,1.242,0.146,0.381,0.876
0.466,1.584,1.148,1.368,1.246,0.147,0.382,0.878
0.468,1.588,1.151,1.371,1.249,0.148,0.382,0.881
0.469,1.591,1.153,1.373,1.252,0.148,0.383,0.883
0.47,1.595,1.155,1.375,1.255,0.149,0.383,0.885
0.472,1.598,1.157,1.378,1.258,0.15,0.384,0.887
0.473,1.601,1.16,1.38,1.26,0.151,0.384,0.889
0.475,1.605,1.162,1.381,1.263,0.151,0.385,0.891
0.476,1.608,1.164,1.383,1.265,0.152,0.386,0.893
0.477,1.611,1.167,1.385,1.268,0.153,0.386,0.894
0.479,1.614,1.169,1.386,1.27,0.154,0.387,0.896
0.48,1.617,1.171,1.388,1.272,0.154,0.387,0.898
0.481,1.62,1.173,1.389,1.274,0.155,0.388,0.899
0.482,1.623,1.175,1.39,1.276,0.156,0.388,0.901
0.484,1.626,1.177,1.391,1.278,0.157,0.389,0.902
0.485,1.628,1.18,1.392,1.279,0.157,0.389,0.903
0.486,1.631,1.182,1.393,1.281,0.158,0.39,0.905
0.488,1.634,1.184,1.394,1.282,0.159,0.39,0.906
0.489,1.637,1.186,1.395,1.284,0.159,0.391,0.907
0.49,1.639,1.188,1.395,1.285,0.16,0.391,0.908
0.492,1.642,1.19,1.396,1.286,0.161,0.392,0.909
0.493,1.644,1.192,1.396,1.288,0.162,0.392,0.909
0.494,1.647,1.195,1.397,1.289,0.162,0.393,0.91
0.495,1.649,1.197,1.397,1.29,0.163,0.393,0.911
0.497,1.652,1.199,1.397,1.291,0.164,0.394,0.912
0.498,1.654,1.201,1.398,1.292,0.165,0.394,0.912
0.499,1.656,1.203,1.398,1.292,0.165,0.395,0.913
0.501,1.659,1.205,1.398,1.293,0.166,0.395,0.914
0.502,1.661,1.207,1.398,1.294,0.167,0.396,0.914
0.503,1.663,1.209,1.398,1.294,0.168,0.396,0.915
0.505,1.665,1.211,1.398,1.296,0.168,0.397,0.916
0.506,1.667,1.213,1.398,1.296,0.169,0.397,0.917
0.507,1.67,1.215,1.399,1.297,0.17,0.398,0.918
0.509,1.671,1.217,1.4,1.298,0.17,0.398,0.92
0.51,1.673,1.219,1.401,1.3,0.171,0.399,0.921
0.511,1.674,1.221,1.403,1.301,0.172,0.399,0.923
0.513,1.674,1.222,1.405,1.302,0.172,0.4,0.925
0.514,1.675,1.224,1.407,1.304,0.173,0.4,0.927
0.516,1.675,1.226,1.41,1.306,0.174,0.401,0.93
0.517,1.675,1.228,1.413,1.308,0.174,0.401,0.932
0.518,1.676,1.23,1.416,1.31,0.175,0.401,0.934
0.52,1.676,1.231,1.419,1.313,0.176,0.402,0.936
0.521,1.677,1.233,1.422,1.315,0.176,0.402,0.939
0.522,1.678,1.235,1.425,1.318,0.177,0.403,0.941
0.523,1.678,1.237,1.428,1.32,0.178,0.403,0.943
0.525,1.679,1.239,1.431,1.323,0.178,0.404,0.945
0.526,1.679,1.24,1.434,1.325,0.179,0.404,0.947
0.527,1.68,1.242,1.437,1.328,0.18,0.405,0.95
0.529,1.681,1.244,1.44,1.33,0.18,0.405,0.952
0.53,1.681,1.245,1.443,1.333,0.181,0.405,0.954
0.531,1.682,1.247,1.446,1.335,0.182,0.406,0.956
0.532,1.682,1.249,1.449,1.338,0.183,0.406,0.958
0.534,1.683,1.251,1.452,1.341,0.183,0.406,0.96
0.535,1.684,1.252,1.455,1.343,0.184,0.407,0.962
0.536,1.684,1.254,1.457,1.346,0.184,0.407,0.964
0.537,1.685,1.256,1.46,1.348,0.185,0.408,0.966
0.538,1.686,1.257,1.463,1.351,0.186,0.408,0.968
0.54,1.686,1.259,1.465,1.354,0.186,0.409,0.97
0.541,1.687,1.261,1.469,1.356,0.187,0.409,0.972
0.542,1.688,1.262,1.471,1.359,0.188,0.409,0.975
0.543,1.689,1.264,1.474,1.361,0.188,0.41,0.977
0.545,1.689,1.266,1.477,1.364,0.189,0.41,0.978
0.546,1.69,1.268,1.479,1.366,0.19,0.411,0.981
0.547,1.692,1.269,1.482,1.369,0.19,0.411,0.983
0.548,1.693,1.271,1.484,1.371,0.191,0.411,0.985
0.549,1.694,1.273,1.487,1.374,0.191,0.412,0.987
0.551,1.695,1.274,1.489,1.376,0.192,0.412,0.989
0.552,1.696,1.276,1.492,1.379,0.193,0.412,0.991
0.553,1.697,1.278,1.494,1.381,0.193,0.413,0.993
0.554,1.699,1.279,1.497,1.384,0.194,0.413,0.995
0.555,1.7,1.281,1.5,1.387,0.195,0.414,0.997
0.557,1.702,1.283,1.503,1.389,0.196,0.414,1.0
0.558,1.704,1.284,1.506,1.392,0.196,0.415,1.002
0.559,1.706,1.286,1.509,1.395,0.197,0.415,1.004
0.56,1.708,1.288,1.512,1.397,0.198,0.415,1.007
0.562,1.711,1.29,1.515,1.4,0.198,0.416,1.009
0.563,1.713,1.291,1.518,1.403,0.199,0.416,1.011
0.564,1.714,1.293,1.521,1.406,0.2,0.417,1.014
0.566,1.717,1.295,1.523,1.408,0.2,0.417,1.016
0.567,1.719,1.296,1.526,1.411,0.201,0.417,1.019
0.568,1.721,1.298,1.529,1.414,0.202,0.418,1.022
0.569,1.723,1.3,1.532,1.417,0.203,0.419,1.024
0.571,1.726,1.302,1.535,1.42,0.203,0.419,1.027
0.572,1.728,1.303,1.538,1.423,0.204,0.419,1.03
0.573,1.73,1.305,1.541,1.425,0.205,0.42,1.032
0.574,1.732,1.307,1.543,1.428,0.206,0.42,1.035
0.576,1.734,1.309,1.546,1.431,0.207,0.421,1.037
0.577,1.736,1.31,1.549,1.434,0.207,0.421,1.04
0.578,1.738,1.312,1.551,1.437,0.208,0.421,1.043
0.579,1.74,1.314,1.554,1.439,0.209,0.422,1.045
0.581,1.741,1.315,1.557,1.442,0.209,0.422,1.047
0.582,1.743,1.317,1.559,1.444,0.21,0.423,1.05
0.583,1.744,1.319,1.562,1.447,0.211,0.423,1.052
0.584,1.745,1.32,1.564,1.45,0.212,0.423,1.054
0.585,1.747,1.322,1.566,1.452,0.212,0.424,1.056
0.587,1.748,1.324,1.568,1.455,0.213,0.424,1.058
0.588,1.749,1.326,1.571,1.457,0.214,0.425,1.06
0.589,1.751,1.327,1.573,1.459,0.215,0.425,1.062
0.59,1.752,1.329,1.575,1.461,0.215,0.425,1.064
0.592,1.753,1.33,1.577,1.463,0.216,0.426,1.066
0.593,1.754,1.332,1.578,1.465,0.217,0.426,1.067
0.594,1.755,1.334,1.58,1.467,0.217,0.427,1.069
0.595,1.756,1.336,1.581,1.469,0.218,0.427,1.07
0.596,1.757,1.337,1.583,1.471,0.219,0.428,1.072
0.598,1.758,1.339,1.584,1.472,0.22,0.428,1.073
0.599,1.759,1.34,1.585,1.474,0.22,0.428,1.074
0.6,1.76,1.342,1.586,1.475,0.221,0.429,1.076
0.601,1.761,1.344,1.586,1.477,0.222,0.429,1.077
0.602,1.762,1.345,1.587,1.478,0.222,0.43,1.078
0.604,1.763,1.347,1.588,1.479,0.223,0.43,1.079
0.605,1.764,1.349,1.588,1.48,0.224,0.43,1.08
0.606,1.764,1.35,1.588,1.481,0.225,0.431,1.08
0.607,1.765,1.352,1.588,1.482,0.225,0.431,1.081
0.608,1.766,1.353,1.589,1.482,0.226,0.432,1.082
0.61,1.767,1.355,1.589,1.483,0.227,0.432,1.082
0.611,1.768,1.357,1.588,1.483,0.227,0.432,1.083
0.612,1.768,1.358,1.588,1.484,0.228,0.433,1.083
0.613,1.769,1.36,1.588,1.484,0.229,0.433,1.084
0.614,1.77,1.361,1.587,1.484,0.229,0.434,1.084
0.615,1.77,1.363,1.587,1.485,0.23,0.434,1.084
0.617,1.771,1.364,1.586,1.485,0.231,0.434,1.084
0.618,1.772,1.366,1.586,1.485,0.232,0.435,1.084
0.619,1.772,1.367,1.585,1.485,0.232,0.435,1.084
0.62,1.773,1.369,1.584,1.484,0.232,0.436,1.084
0.621,1.774,1.371,1.584,1.484,0.233,0.436,1.084
0.622,1.774,1.372,1.583,1.484,0.234,0.436,1.084
0.624,1.775,1.373,1.582,1.483,0.235,0.437,1.084
0.625,1.776,1.375,1.581,1.483,0.235,0.437,1.084
0.626,1.776,1.376,1.579,1.482,0.236,0.437,1.083
0.627,1.777,1.378,1.578,1.482,0.237,0.438,1.083
0.628,1.777,1.379,1.577,1.481,0.237,0.438,1.082
0.629,1.778,1.381,1.576,1.48,0.238,0.439,1.082
0.63,1.778,1.382,1.575,1.48,0.238,0.439,1.082
0.632,1.779,1.384,1.573,1.479,0.239,0.439,1.081
0.633,1.779,1.385,1.572,1.478,0.24,0.439,1.081
0.634,1.78,1.387,1.571,1.477,0.24,0.44,1.08
0.635,1.78,1.388,1.569,1.476,0.241,0.44,1.079
0.636,1.781,1.39,1.568,1.475,0.242,0.441,1.078
0.637,1.781,1.391,1.566,1.474,0.242,0.441,1.078
0.638,1.782,1.393,1.564,1.473,0.243,0.441,1.077
0.639,1.782,1.394,1.563,1.472,0.244,0.442,1.076
0.64,1.783,1.396,1.561,1.471,0.244,0.442,1.075
0.642,1.783,1.397,1.559,1.47,0.245,0.442,1.074
0.643,1.784,1.399,1.558,1.469,0.245,0.443,1.073
0.644,1.784,1.4,1.556,1.468,0.246,0.443,1.073
0.645,1.784,1.401,1.555,1.467,0.247,0.443,1.072
0.646,1.785,1.402,1.554,1.466,0.247,0.444,1.073
0.648,1.785,1.404,1.553,1.466,0.248,0.444,1.073
0.649,1.783,1.405,1.553,1.465,0.248,0.445,1.074
0.65,1.781,1.406,1.554,1.465,0.249,0.445,1.075
0.651,1.78,1.407,1.555,1.465,0.249,0.445,1.076
0.652,1.778,1.409,1.556,1.465,0.25,0.445,1.077
0.653,1.777,1.41,1.558,1.466,0.25,0.446,1.079
0.655,1.775,1.411,1.56,1.467,0.251,0.446,1.08
0.656,1.774,1.412,1.562,1.468,0.252,0.446,1.082
0.657,1.774,1.413,1.564,1.469,0.252,0.447,1.083
0.658,1.773,1.415,1.567,1.47,0.253,0.447,1.085
0.659,1.773,1.416,1.57,1.472,0.253,0.447,1.087
0.66,1.772,1.417,1.572,1.473,0.254,0.448,1.09
0.661,1.772,1.419,1.574,1.475,0.255,0.448,1.092
0.663,1.772,1.42,1.577,1.477,0.255,0.448,1.093
0.664,1.772,1.421,1.579,1.479,0.256,0.449,1.095
0.665,1.771,1.423,1.582,1.481,0.256,0.449,1.098
0.666,1.771,1.424,1.584,1.483,0.257,0.449,1.096
0.666,1.767,1.422,1.583,1.481,0.257,0.449,1.099
0.666,1.767,1.423,1.585,1.483,0.257,0.449,1.101
0.669,1.767,1.424,1.587,1.486,0.258,0.449,1.103
0.669,1.767,1.426,1.589,1.488,0.258,0.45,1.105
0.671,1.767,1.427,1.591,1.49,0.259,0.45,1.107
0.669,1.767,1.428,1.593,1.491,0.26,0.45,1.109
0.673,1.767,1.43,1.595,1.494,0.26,0.451,1.111
0.675,1.767,1.431,1.598,1.495,0.261,0.451,1.113
0.673,1.766,1.432,1.599,1.497,0.261,0.451,1.114
0.675,1.766,1.434,1.601,1.499,0.262,0.452,1.116
0.677,1.767,1.435,1.603,1.501,0.263,0.452,1.118
0.677,1.767,1.436,1.605,1.503,0.263,0.452,1.12
0.679,1.767,1.437,1.607,1.505,0.264,0.452,1.121
0.679,1.767,1.438,1.609,1.507,0.264,0.453,1.123
0.68,1.766,1.44,1.611,1.509,0.265,0.453,1.124
0.682,1.767,1.441,1.613,1.511,0.265,0.453,1.126
0.683,1.767,1.442,1.615,1.512,0.266,0.454,1.128
0.684,1.767,1.443,1.616,1.514,0.267,0.454,1.129
0.685,1.767,1.445,1.618,1.516,0.267,0.454,1.131
0.686,1.767,1.446,1.62,1.517,0.268,0.455,1.132
0.687,1.767,1.447,1.621,1.519,0.268,0.455,1.134
0.688,1.767,1.448,1.623,1.521,0.269,0.455,1.135
0.689,1.767,1.45,1.625,1.522,0.269,0.455,1.137
0.69,1.767,1.451,1.627,1.524,0.27,0.456,1.138
0.691,1.767,1.452,1.628,1.526,0.271,0.456,1.14
0.693,1.767,1.454,1.63,1.527,0.271,0.456,1.141
0.694,1.768,1.455,1.632,1.529,0.272,0.457,1.143
0.694,1.768,1.456,1.633,1.531,0.272,0.457,1.144
0.695,1.768,1.457,1.635,1.532,0.273,0.457,1.145
0.697,1.768,1.458,1.637,1.534,0.273,0.458,1.147
0.697,1.769,1.46,1.638,1.535,0.274,0.458,1.148
0.699,1.769,1.461,1.64,1.537,0.274,0.458,1.15
0.699,1.769,1.462,1.642,1.538,0.275,0.459,1.151
0.7,1.769,1.463,1.643,1.54,0.276,0.459,1.152
0.701,1.77,1.464,1.644,1.542,0.276,0.459,1.154
0.702,1.769,1.466,1.646,1.543,0.277,0.459,1.155
0.703,1.77,1.467,1.647,1.544,0.277,0.46,1.156
0.704,1.77,1.468,1.649,1.546,0.278,0.46,1.157
0.705,1.77,1.469,1.65,1.547,0.278,0.46,1.158
0.706,1.77,1.471,1.651,1.548,0.279,0.461,1.159
0.707,1.77,1.472,1.652,1.549,0.279,0.461,1.16
0.708,1.77,1.473,1.653,1.55,0.28,0.461,1.161
0.709,1.77,1.474,1.654,1.551,0.28,0.462,1.162
0.71,1.77,1.476,1.655,1.552,0.281,0.462,1.162
0.711,1.77,1.477,1.656,1.553,0.282,0.462,1.163
0.712,1.77,1.478,1.656,1.554,0.282,0.462,1.164
0.713,1.77,1.479,1.657,1.554,0.283,0.463,1.164
0.714,1.769,1.48,1.657,1.555,0.283,0.463,1.165
0.715,1.77,1.481,1.657,1.555,0.284,0.463,1.165
0.716,1.769,1.482,1.657,1.556,0.284,0.464,1.165
0.717,1.769,1.484,1.657,1.556,0.285,0.464,1.166
0.717,1.769,1.485,1.657,1.556,0.285,0.464,1.166
0.719,1.769,1.486,1.656,1.557,0.285,0.464,1.166
0.72,1.769,1.487,1.656,1.557,0.286,0.465,1.166
0.72,1.769,1.488,1.656,1.556,0.286,0.465,1.166
0.721,1.769,1.489,1.655,1.556,0.287,0.465,1.166
0.722,1.768,1.49,1.654,1.556,0.287,0.466,1.165
0.723,1.768,1.492,1.653,1.556,0.288,0.466,1.165
0.724,1.768,1.493,1.652,1.555,0.288,0.466,1.165
0.725,1.768,1.494,1.651,1.555,0.289,0.466,1.165
0.726,1.768,1.495,1.654,1.558,0.29,0.468,1.167
0.728,1.771,1.499,1.652,1.557,0.29,0.468,1.167
0.729,1.771,1.5,1.651,1.556,0.291,0.468,1.166
0.73,1.771,1.502,1.65,1.556,0.291,0.469,1.166
0.731,1.771,1.503,1.648,1.555,0.292,0.469,1.166
0.732,1.771,1.504,1.647,1.554,0.292,0.469,1.165
0.733,1.77,1.505,1.645,1.553,0.293,0.469,1.164
0.734,1.77,1.506,1.644,1.552,0.293,0.47,1.164
0.735,1.77,1.507,1.642,1.551,0.293,0.47,1.163
0.736,1.769,1.508,1.641,1.55,0.294,0.47,1.163
0.737,1.769,1.509,1.639,1.548,0.294,0.471,1.162
0.738,1.769,1.51,1.637,1.547,0.295,0.471,1.161
0.738,1.768,1.511,1.636,1.546,0.295,0.471,1.16
0.739,1.768,1.512,1.634,1.545,0.295,0.471,1.16
0.74,1.767,1.513,1.632,1.544,0.296,0.472,1.159
0.741,1.767,1.514,1.63,1.542,0.296,0.472,1.158
0.742,1.766,1.515,1.628,1.541,0.296,0.472,1.158
0.743,1.765,1.516,1.626,1.54,0.297,0.473,1.157
0.744,1.765,1.517,1.625,1.538,0.297,0.473,1.156
0.744,1.764,1.518,1.623,1.537,0.297,0.473,1.155
0.745,1.763,1.519,1.621,1.535,0.297,0.473,1.154
0.746,1.762,1.52,1.619,1.533,0.298,0.474,1.153
0.747,1.761,1.521,1.617,1.532,0.298,0.474,1.153
0.748,1.761,1.521,1.615,1.53,0.299,0.474,1.152
0.749,1.759,1.522,1.613,1.529,0.299,0.474,1.151
0.75,1.759,1.523,1.611,1.527,0.299,0.475,1.15
0.75,1.758,1.524,1.609,1.525,0.299,0.475,1.149
0.751,1.756,1.525,1.607,1.523,0.3,0.475,1.148
0.752,1.755,1.526,1.605,1.522,0.3,0.475,1.147
0.753,1.754,1.526,1.603,1.52,0.3,0.476,1.146
0.754,1.752,1.527,1.601,1.518,0.3,0.476,1.146
0.755,1.751,1.528,1.599,1.516,0.3,0.476,1.145
0.755,1.75,1.529,1.597,1.515,0.3,0.477,1.144
0.756,1.749,1.53,1.595,1.513,0.301,0.477,1.143
0.757,1.747,1.53,1.593,1.511,0.301,0.477,1.142
0.758,1.745,1.531,1.591,1.509,0.301,0.477,1.141
0.758,1.744,1.532,1.589,1.508,0.301,0.478,1.14
0.759,1.742,1.533,1.587,1.506,0.301,0.478,1.139
0.76,1.74,1.533,1.585,1.504,0.301,0.478,1.138
0.761,1.738,1.534,1.583,1.502,0.301,0.478,1.138
0.762,1.737,1.535,1.581,1.5,0.301,0.478,1.137
0.762,1.734,1.535,1.579,1.498,0.301,0.479,1.136
0.763,1.732,1.536,1.576,1.496,0.301,0.479,1.135
0.764,1.73,1.537,1.574,1.494,0.302,0.479,1.134
0.765,1.728,1.537,1.573,1.492,0.302,0.48,1.133
0.765,1.726,1.538,1.57,1.491,0.302,0.48,1.132
0.766,1.724,1.539,1.569,1.489,0.301,0.48,1.131
0.767,1.721,1.539,1.566,1.487,0.302,0.48,1.13
0.767,1.719,1.54,1.564,1.485,0.302,0.48,1.129
0.768,1.716,1.541,1.562,1.483,0.302,0.481,1.128
0.769,1.714,1.541,1.56,1.481,0.301,0.481,1.127
0.769,1.711,1.541,1.558,1.479,0.301,0.481,1.126
0.77,1.708,1.542,1.556,1.477,0.301,0.481,1.125
0.771,1.706,1.542,1.554,1.475,0.301,0.481,1.124
0.771,1.703,1.543,1.552,1.473,0.301,0.482,1.123
0.772,1.7,1.544,1.55,1.471,0.301,0.482,1.122
0.773,1.697,1.544,1.548,1.469,0.301,0.482,1.121
0.774,1.694,1.544,1.546,1.467,0.301,0.482,1.12
0.774,1.691,1.545,1.544,1.465,0.301,0.482,1.119
0.775,1.688,1.545,1.542,1.463,0.3,0.483,1.118
0.775,1.685,1.546,1.54,1.461,0.3,0.483,1.117
0.776,1.681,1.546,1.538,1.459,0.3,0.483,1.116
0.777,1.678,1.547,1.536,1.457,0.3,0.483,1.115
0.777,1.675,1.547,1.534,1.455,0.3,0.483,1.113
0.774,1.665,1.542,1.526,1.447,0.298,0.482,1.108
0.776,1.663,1.543,1.526,1.446,0.298,0.482,1.108
0.778,1.663,1.546,1.526,1.446,0.298,0.483,1.108
0.78,1.663,1.55,1.528,1.448,0.299,0.484,1.109
0.779,1.657,1.548,1.524,1.445,0.299,0.485,1.109
0.778,1.648,1.544,1.517,1.438,0.297,0.483,1.104
0.779,1.645,1.544,1.514,1.435,0.297,0.482,1.101
0.78,1.642,1.545,1.514,1.434,0.297,0.483,1.101
0.782,1.641,1.548,1.514,1.434,0.297,0.484,1.101
0.784,1.641,1.552,1.516,1.436,0.297,0.485,1.102
0.783,1.635,1.551,1.513,1.433,0.297,0.485,1.102
0.781,1.626,1.546,1.506,1.426,0.296,0.484,1.098
0.781,1.622,1.546,1.503,1.423,0.295,0.483,1.094
0.783,1.62,1.547,1.502,1.422,0.295,0.484,1.094
0.784,1.619,1.55,1.502,1.422,0.295,0.484,1.094
0.787,1.618,1.554,1.504,1.423,0.295,0.486,1.095
0.785,1.612,1.553,1.501,1.421,0.295,0.486,1.095
0.783,1.603,1.548,1.494,1.414,0.294,0.485,1.09
0.784,1.599,1.547,1.491,1.411,0.293,0.484,1.087
0.785,1.597,1.549,1.491,1.41,0.292,0.485,1.086
