S1_S0301,S2_S0301,S3_S0301,S4_S0301,S5_S0301,S6_S0301,S7_S0301,S8_S0301
0.31,0.578,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.578,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.578,0.8,0.781,0.676,0.085,0.261,0.383
0.31,0.577,0.8,0.781,0.676,0.085,0.26,0.384
0.31,0.577,0.8,0.781,0.676,0.085,0.261,0.383
0.31,0.578,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.577,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.577,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.577,0.8,0.781,0.676,0.085,0.261,0.384
0.31,0.577,0.8,0.78,0.676,0.085,0.261,0.384
0.31,0.577,0.8,0.777,0.676,0.085,0.261,0.384
0.31,0.578,0.8,0.786,0.676,0.085,0.261,0.384
0.31,0.581,0.8,0.801,0.676,0.085,0.261,0.385
0.31,0.591,0.801,0.828,0.678,0.085,0.261,0.389
0.309,0.613,0.802,0.846,0.686,0.085,0.262,0.407
0.31,0.645,0.803,0.865,0.704,0.085,0.263,0.435
0.31,0.683,0.804,0.883,0.726,0.086,0.264,0.459
0.311,0.728,0.806,0.897,0.749,0.087,0.264,0.478
0.312,0.783,0.808,0.914,0.774,0.088,0.265,0.495
0.314,0.85,0.811,0.924,0.796,0.088,0.266,0.51
0.316,0.911,0.814,0.939,0.818,0.09,0.266,0.524
0.317,0.965,0.818,0.949,0.839,0.091,0.267,0.536
0.319,1.016,0.821,0.96,0.858,0.093,0.268,0.548
0.32,1.058,0.824,0.967,0.875,0.094,0.268,0.558
0.322,1.096,0.827,0.976,0.889,0.095,0.269,0.568
0.323,1.13,0.83,0.98,0.902,0.096,0.269,0.577
0.324,1.161,0.833,0.991,0.914,0.097,0.27,0.585
0.325,1.187,0.836,0.996,0.925,0.098,0.27,0.593
0.326,1.213,0.839,1.003,0.937,0.099,0.27,0.6
0.327,1.236,0.842,1.007,0.948,0.1,0.271,0.607
0.328,1.257,0.845,1.015,0.957,0.101,0.271,0.615
0.329,1.276,0.848,1.021,0.966,0.102,0.271,0.622
0.33,1.294,0.851,1.025,0.975,0.103,0.272,0.628
0.331,1.312,0.854,1.029,0.984,0.104,0.272,0.634
0.332,1.328,0.856,1.032,0.992,0.104,0.272,0.64
0.333,1.343,0.859,1.038,1.0,0.105,0.273,0.646
0.334,1.357,0.862,1.043,1.008,0.106,0.273,0.651
0.334,1.371,0.864,1.048,1.016,0.107,0.273,0.657
0.335,1.382,0.867,1.055,1.022,0.108,0.273,0.662
0.336,1.394,0.869,1.058,1.03,0.108,0.273,0.667
0.337,1.406,0.872,1.061,1.037,0.109,0.273,0.672
0.337,1.415,0.874,1.062,1.043,0.11,0.274,0.676
0.338,1.427,0.877,1.064,1.05,0.11,0.274,0.681
0.339,1.436,0.879,1.069,1.056,0.111,0.274,0.686
0.339,1.445,0.882,1.075,1.062,0.112,0.274,0.69
0.34,1.454,0.884,1.073,1.068,0.113,0.274,0.695
0.341,1.463,0.886,1.079,1.073,0.113,0.275,0.699
0.341,1.471,0.888,1.084,1.078,0.114,0.275,0.704
0.342,1.479,0.891,1.085,1.083,0.115,0.275,0.708
0.343,1.487,0.893,1.087,1.09,0.115,0.275,0.712
0.343,1.495,0.895,1.092,1.096,0.116,0.275,0.716
0.344,1.501,0.897,1.092,1.1,0.117,0.276,0.72
0.345,1.509,0.899,1.097,1.106,0.117,0.276,0.725
0.345,1.515,0.902,1.1,1.111,0.118,0.276,0.728
0.346,1.521,0.904,1.101,1.117,0.119,0.276,0.732
0.346,1.528,0.906,1.103,1.123,0.119,0.276,0.736
0.347,1.534,0.908,1.105,1.127,0.12,0.276,0.74
0.348,1.54,0.91,1.11,1.132,0.12,0.276,0.744
0.348,1.545,0.912,1.11,1.138,0.121,0.277,0.748
0.349,1.551,0.914,1.112,1.141,0.122,0.277,0.751
0.349,1.556,0.916,1.115,1.146,0.123,0.277,0.755
0.35,1.562,0.918,1.119,1.151,0.123,0.277,0.759
0.35,1.566,0.92,1.118,1.155,0.124,0.277,0.762
0.351,1.572,0.922,1.124,1.159,0.124,0.277,0.766
0.351,1.576,0.924,1.123,1.164,0.125,0.278,0.77
0.352,1.581,0.926,1.124,1.168,0.126,0.278,0.773
0.352,1.586,0.928,1.128,1.172,0.126,0.278,0.777
0.353,1.59,0.93,1.13,1.177,0.127,0.278,0.78
0.353,1.595,0.932,1.132,1.182,0.127,0.279,0.783
0.354,1.6,0.934,1.131,1.186,0.128,0.279,0.787
0.354,1.603,0.936,1.134,1.19,0.129,0.279,0.79
0.355,1.608,0.938,1.137,1.193,0.129,0.279,0.794
0.355,1.612,0.94,1.141,1.198,0.13,0.279,0.797
0.356,1.616,0.942,1.145,1.204,0.13,0.279,0.8
0.357,1.619,0.944,1.144,1.208,0.131,0.279,0.803
0.357,1.624,0.946,1.147,1.211,0.132,0.28,0.807
0.358,1.627,0.948,1.152,1.215,0.132,0.28,0.81
0.358,1.63,0.95,1.155,1.219,0.133,0.28,0.814
0.359,1.635,0.952,1.157,1.223,0.134,0.28,0.817
0.359,1.638,0.953,1.159,1.227,0.134,0.28,0.82
0.36,1.641,0.955,1.16,1.232,0.135,0.281,0.823
0.36,1.644,0.957,1.163,1.236,0.135,0.281,0.826
0.361,1.646,0.959,1.166,1.239,0.136,0.281,0.829
0.361,1.65,0.961,1.168,1.243,0.137,0.281,0.832
0.362,1.652,0.963,1.166,1.246,0.137,0.281,0.835
0.363,1.655,0.964,1.173,1.25,0.138,0.281,0.838
0.363,1.659,0.966,1.174,1.255,0.139,0.281,0.84
0.364,1.662,0.968,1.178,1.259,0.139,0.282,0.844
0.364,1.665,0.97,1.184,1.263,0.14,0.281,0.846
0.365,1.668,0.971,1.185,1.267,0.141,0.282,0.849
0.366,1.67,0.973,1.196,1.271,0.141,0.282,0.852
0.367,1.673,0.975,1.202,1.275,0.142,0.282,0.855
0.368,1.675,0.977,1.209,1.279,0.143,0.283,0.858
0.369,1.677,0.979,1.216,1.283,0.144,0.283,0.861
0.37,1.679,0.981,1.223,1.287,0.144,0.283,0.864
0.37,1.68,0.983,1.228,1.291,0.145,0.283,0.867
0.371,1.682,0.985,1.234,1.294,0.146,0.284,0.87
0.372,1.684,0.987,1.239,1.298,0.147,0.284,0.872
0.374,1.685,0.989,1.244,1.302,0.147,0.285,0.875
0.374,1.687,0.991,1.248,1.305,0.148,0.285,0.878
0.376,1.688,0.993,1.253,1.309,0.149,0.285,0.881
0.377,1.69,0.995,1.258,1.312,0.15,0.286,0.884
0.378,1.691,0.997,1.262,1.316,0.15,0.286,0.886
0.379,1.693,0.999,1.267,1.32,0.151,0.287,0.889
0.38,1.694,1.001,1.271,1.323,0.152,0.287,0.892
0.381,1.695,1.003,1.275,1.327,0.153,0.288,0.895
0.382,1.697,1.005,1.28,1.33,0.154,0.288,0.898
0.383,1.698,1.006,1.284,1.333,0.154,0.288,0.901
0.384,1.7,1.008,1.288,1.337,0.155,0.289,0.903
0.385,1.701,1.01,1.292,1.34,0.156,0.289,0.906
0.386,1.702,1.012,1.297,1.344,0.156,0.289,0.909
0.387,1.703,1.014,1.301,1.347,0.157,0.29,0.912
0.388,1.705,1.016,1.305,1.35,0.158,0.29,0.914
0.389,1.706,1.018,1.309,1.354,0.159,0.29,0.917
0.39,1.707,1.02,1.313,1.357,0.159,0.291,0.92
0.391,1.708,1.022,1.317,1.36,0.16,0.292,0.922
0.392,1.709,1.024,1.32,1.363,0.161,0.292,0.925
0.393,1.711,1.026,1.324,1.366,0.162,0.292,0.928
0.395,1.712,1.028,1.328,1.37,0.162,0.293,0.93
0.396,1.713,1.03,1.331,1.373,0.163,0.293,0.933
0.397,1.714,1.031,1.335,1.376,0.164,0.294,0.935
0.398,1.715,1.033,1.339,1.378,0.165,0.294,0.938
0.399,1.717,1.035,1.342,1.381,0.165,0.294,0.941
0.4,1.718,1.037,1.345,1.384,0.166,0.295,0.943
0.401,1.719,1.039,1.349,1.387,0.167,0.295,0.945
0.402,1.72,1.041,1.352,1.389,0.168,0.296,0.948
0.403,1.721,1.043,1.355,1.392,0.169,0.296,0.95
0.404,1.722,1.045,1.358,1.395,0.169,0.296,0.953
0.405,1.724,1.046,1.361,1.397,0.17,0.297,0.955
0.407,1.725,1.048,1.364,1.4,0.171,0.297,0.957
0.408,1.726,1.05,1.367,1.402,0.171,0.298,0.96
0.409,1.727,1.052,1.37,1.404,0.172,0.298,0.962
0.41,1.728,1.054,1.372,1.407,0.173,0.298,0.964
0.411,1.729,1.056,1.375,1.409,0.174,0.299,0.966
0.412,1.731,1.058,1.378,1.411,0.174,0.299,0.968
0.413,1.732,1.06,1.381,1.413,0.175,0.3,0.97
0.414,1.733,1.061,1.383,1.416,0.176,0.3,0.973
0.416,1.734,1.063,1.386,1.418,0.177,0.3,0.975
0.417,1.735,1.065,1.388,1.42,0.177,0.301,0.977
0.418,1.736,1.067,1.391,1.422,0.178,0.301,0.979
0.419,1.737,1.068,1.393,1.423,0.179,0.302,0.981
0.42,1.738,1.07,1.395,1.426,0.18,0.302,0.983
0.421,1.739,1.072,1.398,1.428,0.181,0.302,0.984
0.422,1.74,1.074,1.4,1.429,0.181,0.303,0.986
0.424,1.741,1.076,1.402,1.431,0.182,0.303,0.988
0.425,1.742,1.077,1.404,1.433,0.183,0.303,0.99
0.426,1.743,1.079,1.407,1.434,0.184,0.304,0.992
0.427,1.744,1.081,1.409,1.436,0.184,0.304,0.994
0.428,1.744,1.082,1.411,1.438,0.185,0.305,0.995
0.429,1.746,1.084,1.413,1.439,0.186,0.305,0.997
0.43,1.746,1.086,1.415,1.441,0.187,0.306,0.998
0.432,1.747,1.088,1.417,1.442,0.187,0.306,1.0
0.433,1.748,1.089,1.419,1.444,0.188,0.306,1.002
0.434,1.749,1.091,1.421,1.445,0.189,0.307,1.003
0.435,1.749,1.093,1.423,1.446,0.19,0.307,1.005
0.436,1.75,1.095,1.425,1.448,0.19,0.307,1.006
0.437,1.751,1.096,1.427,1.449,0.191,0.308,1.008
0.438,1.751,1.098,1.428,1.45,0.192,0.308,1.009
0.44,1.752,1.099,1.43,1.451,0.193,0.309,1.011
0.441,1.753,1.101,1.432,1.453,0.193,0.309,1.012
0.442,1.753,1.103,1.434,1.454,0.194,0.309,1.013
0.443,1.754,1.104,1.436,1.455,0.195,0.31,1.015
0.444,1.754,1.106,1.438,1.456,0.196,0.31,1.016
0.445,1.754,1.108,1.439,1.457,0.196,0.31,1.017
0.447,1.755,1.109,1.441,1.458,0.197,0.311,1.018
0.448,1.755,1.111,1.443,1.459,0.198,0.311,1.02
0.449,1.755,1.112,1.444,1.46,0.199,0.312,1.021
0.45,1.756,1.114,1.446,1.461,0.199,0.312,1.022
0.451,1.756,1.115,1.448,1.462,0.2,0.312,1.023
0.452,1.756,1.117,1.449,1.463,0.201,0.312,1.024
0.453,1.751,1.116,1.448,1.46,0.201,0.312,1.023
0.454,1.753,1.118,1.449,1.461,0.202,0.312,1.024
0.455,1.753,1.119,1.451,1.462,0.203,0.313,1.025
0.456,1.753,1.121,1.453,1.463,0.203,0.313,1.026
0.457,1.753,1.123,1.454,1.463,0.204,0.314,1.027
0.458,1.754,1.124,1.456,1.464,0.204,0.314,1.028
0.459,1.754,1.125,1.458,1.465,0.205,0.314,1.028
0.46,1.754,1.127,1.459,1.465,0.206,0.315,1.029
0.462,1.754,1.129,1.461,1.466,0.207,0.315,1.029
0.463,1.754,1.13,1.462,1.466,0.207,0.315,1.031
0.464,1.754,1.131,1.457,1.467,0.208,0.316,1.032
0.465,1.754,1.133,1.453,1.466,0.209,0.316,1.035
0.466,1.753,1.134,1.452,1.466,0.21,0.316,1.037
0.466,1.751,1.136,1.451,1.468,0.21,0.316,1.037
0.466,1.749,1.137,1.451,1.471,0.21,0.316,1.039
0.467,1.747,1.138,1.452,1.474,0.211,0.316,1.042
0.467,1.748,1.14,1.451,1.478,0.211,0.316,1.045
0.468,1.752,1.14,1.455,1.484,0.212,0.316,1.049
0.468,1.755,1.142,1.452,1.49,0.212,0.316,1.052
0.468,1.76,1.143,1.454,1.493,0.212,0.316,1.056
0.468,1.763,1.144,1.454,1.497,0.213,0.316,1.058
0.468,1.766,1.145,1.454,1.5,0.213,0.316,1.06
0.469,1.768,1.146,1.447,1.503,0.213,0.316,1.063
0.469,1.771,1.147,1.449,1.507,0.214,0.316,1.065
0.469,1.773,1.148,1.452,1.509,0.214,0.316,1.067
0.469,1.775,1.149,1.448,1.512,0.214,0.315,1.07
0.469,1.778,1.15,1.447,1.514,0.215,0.315,1.071
0.469,1.779,1.151,1.449,1.517,0.215,0.314,1.072
0.469,1.781,1.152,1.448,1.519,0.215,0.314,1.074
0.469,1.782,1.153,1.449,1.521,0.216,0.314,1.076
0.469,1.784,1.154,1.451,1.522,0.216,0.313,1.077
0.469,1.785,1.155,1.451,1.524,0.216,0.313,1.078
0.469,1.787,1.155,1.451,1.526,0.217,0.313,1.079
0.469,1.789,1.156,1.448,1.529,0.217,0.313,1.081
0.469,1.788,1.157,1.449,1.53,0.217,0.312,1.081
0.469,1.79,1.157,1.445,1.532,0.217,0.312,1.083
0.469,1.791,1.159,1.452,1.533,0.218,0.311,1.084
0.469,1.792,1.159,1.452,1.536,0.218,0.311,1.085
0.469,1.792,1.16,1.449,1.536,0.218,0.31,1.086
0.469,1.793,1.161,1.449,1.538,0.218,0.31,1.088
0.468,1.795,1.162,1.447,1.54,0.219,0.31,1.088
0.468,1.796,1.162,1.451,1.542,0.219,0.309,1.09
0.468,1.796,1.163,1.447,1.544,0.219,0.309,1.091
0.468,1.797,1.164,1.452,1.545,0.22,0.308,1.092
0.468,1.799,1.165,1.451,1.546,0.22,0.308,1.094
0.468,1.799,1.166,1.45,1.548,0.221,0.308,1.095
0.468,1.8,1.166,1.447,1.55,0.221,0.307,1.096
0.468,1.801,1.167,1.446,1.55,0.221,0.307,1.097
0.468,1.801,1.168,1.448,1.552,0.222,0.306,1.098
0.468,1.802,1.169,1.446,1.554,0.222,0.306,1.098
0.468,1.804,1.17,1.444,1.556,0.223,0.305,1.1
0.468,1.805,1.17,1.445,1.557,0.223,0.305,1.1
0.468,1.805,1.171,1.449,1.559,0.223,0.304,1.102
0.468,1.805,1.172,1.444,1.559,0.224,0.304,1.103
0.468,1.806,1.173,1.446,1.56,0.224,0.304,1.105
0.468,1.807,1.174,1.452,1.562,0.224,0.303,1.106
0.468,1.807,1.175,1.445,1.565,0.225,0.303,1.107
0.468,1.808,1.175,1.446,1.566,0.225,0.303,1.108
0.468,1.809,1.176,1.45,1.567,0.225,0.302,1.11
0.468,1.81,1.177,1.447,1.569,0.226,0.302,1.11
0.468,1.811,1.178,1.447,1.57,0.228,0.302,1.113
0.469,1.816,1.181,1.448,1.576,0.228,0.302,1.114
0.469,1.815,1.182,1.452,1.576,0.228,0.301,1.116
0.469,1.816,1.183,1.448,1.577,0.228,0.301,1.118
0.469,1.817,1.184,1.449,1.579,0.229,0.3,1.118
0.469,1.817,1.185,1.451,1.58,0.229,0.3,1.119
0.469,1.818,1.186,1.449,1.583,0.229,0.3,1.122
0.469,1.818,1.186,1.447,1.584,0.23,0.299,1.122
0.469,1.819,1.187,1.451,1.585,0.23,0.299,1.123
0.469,1.82,1.188,1.454,1.587,0.231,0.299,1.126
0.469,1.82,1.189,1.453,1.588,0.231,0.299,1.127
0.469,1.821,1.19,1.452,1.59,0.231,0.299,1.128
0.469,1.822,1.191,1.457,1.592,0.232,0.298,1.13
0.469,1.823,1.191,1.455,1.594,0.232,0.298,1.131
0.469,1.824,1.192,1.456,1.594,0.233,0.298,1.133
0.469,1.824,1.193,1.454,1.596,0.234,0.298,1.134
0.47,1.823,1.194,1.456,1.598,0.234,0.297,1.135
0.47,1.824,1.195,1.46,1.599,0.234,0.297,1.137
0.47,1.825,1.196,1.459,1.601,0.235,0.297,1.138
0.47,1.826,1.196,1.458,1.603,0.236,0.297,1.139
0.47,1.827,1.197,1.459,1.606,0.236,0.296,1.141
0.47,1.826,1.198,1.459,1.607,0.236,0.296,1.142
0.47,1.828,1.199,1.46,1.608,0.237,0.296,1.144
0.47,1.829,1.2,1.462,1.609,0.238,0.296,1.145
0.471,1.829,1.201,1.463,1.611,0.238,0.295,1.148
0.471,1.83,1.202,1.466,1.613,0.239,0.295,1.149
0.471,1.831,1.203,1.466,1.615,0.24,0.295,1.151
0.471,1.832,1.204,1.471,1.618,0.24,0.295,1.154
0.472,1.832,1.205,1.474,1.62,0.241,0.295,1.155
0.472,1.833,1.206,1.479,1.622,0.242,0.295,1.157
0.473,1.834,1.207,1.489,1.625,0.243,0.295,1.159
0.474,1.834,1.209,1.497,1.627,0.244,0.296,1.161
0.475,1.835,1.21,1.503,1.629,0.244,0.296,1.163
0.475,1.835,1.211,1.508,1.631,0.245,0.296,1.165
0.476,1.836,1.212,1.513,1.633,0.246,0.296,1.167
0.477,1.836,1.214,1.518,1.635,0.247,0.297,1.169
0.478,1.836,1.215,1.523,1.637,0.248,0.297,1.171
0.479,1.836,1.216,1.527,1.639,0.248,0.297,1.173
0.48,1.836,1.218,1.531,1.641,0.249,0.297,1.175
0.481,1.836,1.219,1.535,1.643,0.25,0.298,1.177
0.481,1.836,1.22,1.54,1.645,0.251,0.298,1.179
0.482,1.836,1.222,1.543,1.647,0.252,0.298,1.181
0.483,1.836,1.223,1.548,1.649,0.253,0.299,1.183
0.484,1.836,1.225,1.551,1.651,0.254,0.299,1.185
0.485,1.836,1.226,1.555,1.653,0.254,0.299,1.187
0.486,1.836,1.227,1.559,1.655,0.255,0.3,1.189
0.487,1.836,1.229,1.563,1.657,0.256,0.3,1.191
0.488,1.836,1.23,1.567,1.659,0.257,0.3,1.194
0.489,1.837,1.232,1.571,1.661,0.258,0.301,1.196
0.49,1.837,1.233,1.574,1.663,0.259,0.301,1.198
0.491,1.836,1.234,1.578,1.665,0.259,0.301,1.2
0.492,1.837,1.236,1.582,1.667,0.26,0.301,1.202
0.493,1.836,1.237,1.585,1.669,0.261,0.302,1.204
0.494,1.837,1.239,1.588,1.671,0.262,0.302,1.206
0.495,1.837,1.24,1.592,1.673,0.263,0.303,1.208
0.496,1.837,1.241,1.595,1.674,0.264,0.303,1.21
0.497,1.837,1.243,1.599,1.676,0.264,0.303,1.212
0.498,1.837,1.244,1.602,1.678,0.265,0.304,1.214
0.499,1.837,1.246,1.605,1.68,0.266,0.304,1.216
0.5,1.837,1.247,1.608,1.681,0.267,0.304,1.218
0.501,1.837,1.248,1.611,1.683,0.268,0.305,1.22
0.502,1.837,1.25,1.615,1.685,0.269,0.305,1.222
0.503,1.837,1.251,1.618,1.686,0.269,0.305,1.223
0.504,1.837,1.253,1.621,1.688,0.27,0.306,1.225
0.505,1.827,1.251,1.62,1.685,0.27,0.305,1.224
0.505,1.833,1.252,1.623,1.686,0.271,0.306,1.226
0.506,1.833,1.254,1.625,1.688,0.272,0.306,1.228
0.507,1.833,1.255,1.628,1.689,0.273,0.306,1.229
0.508,1.833,1.257,1.631,1.69,0.273,0.307,1.231
0.509,1.833,1.258,1.633,1.692,0.274,0.307,1.233
0.51,1.833,1.259,1.636,1.693,0.275,0.307,1.235
0.511,1.834,1.26,1.638,1.694,0.276,0.308,1.236
0.512,1.834,1.262,1.641,1.695,0.277,0.308,1.238
0.513,1.834,1.263,1.643,1.696,0.277,0.308,1.239
0.514,1.834,1.265,1.646,1.697,0.278,0.309,1.241
0.516,1.834,1.266,1.649,1.699,0.279,0.309,1.242
0.517,1.834,1.268,1.65,1.7,0.28,0.309,1.244
0.518,1.835,1.269,1.653,1.701,0.281,0.31,1.245
0.519,1.835,1.27,1.655,1.702,0.282,0.31,1.247
0.52,1.835,1.271,1.658,1.702,0.282,0.311,1.248
0.521,1.835,1.273,1.66,1.703,0.283,0.311,1.249
0.522,1.835,1.274,1.662,1.704,0.284,0.311,1.251
0.523,1.835,1.275,1.664,1.705,0.284,0.311,1.252
0.524,1.835,1.277,1.666,1.706,0.285,0.312,1.254
0.525,1.835,1.278,1.668,1.707,0.286,0.312,1.255
0.526,1.835,1.279,1.67,1.708,0.287,0.312,1.256
0.527,1.835,1.281,1.672,1.709,0.288,0.313,1.257
0.528,1.836,1.282,1.675,1.709,0.288,0.313,1.258
0.53,1.835,1.283,1.677,1.71,0.289,0.313,1.26
0.53,1.836,1.284,1.678,1.711,0.29,0.314,1.261
0.532,1.836,1.286,1.68,1.711,0.291,0.314,1.262
0.533,1.836,1.287,1.682,1.712,0.292,0.314,1.263
0.534,1.835,1.289,1.684,1.712,0.292,0.315,1.264
0.535,1.836,1.29,1.686,1.713,0.293,0.315,1.265
0.536,1.835,1.291,1.688,1.714,0.294,0.315,1.266
0.537,1.835,1.292,1.69,1.714,0.295,0.316,1.267
0.538,1.835,1.293,1.691,1.715,0.295,0.316,1.268
0.539,1.835,1.295,1.693,1.715,0.296,0.316,1.269
0.54,1.835,1.296,1.695,1.715,0.297,0.317,1.27
0.541,1.835,1.297,1.696,1.716,0.297,0.317,1.27
0.542,1.835,1.299,1.698,1.716,0.298,0.317,1.271
0.544,1.834,1.3,1.7,1.717,0.299,0.318,1.272
0.545,1.834,1.301,1.702,1.717,0.3,0.318,1.273
0.546,1.834,1.302,1.704,1.717,0.3,0.318,1.273
0.547,1.834,1.303,1.705,1.717,0.301,0.319,1.274
0.548,1.834,1.305,1.707,1.718,0.302,0.319,1.275
0.549,1.834,1.306,1.709,1.718,0.302,0.319,1.275
0.55,1.833,1.307,1.71,1.718,0.303,0.32,1.276
0.551,1.833,1.308,1.712,1.718,0.304,0.32,1.277
0.552,1.833,1.31,1.713,1.718,0.305,0.32,1.277
0.553,1.832,1.311,1.715,1.718,0.305,0.321,1.277
0.554,1.832,1.312,1.716,1.718,0.306,0.321,1.278
0.555,1.832,1.313,1.718,1.718,0.306,0.321,1.278
0.557,1.832,1.314,1.719,1.718,0.307,0.322,1.278
0.558,1.831,1.316,1.721,1.718,0.308,0.322,1.279
0.559,1.831,1.317,1.722,1.719,0.309,0.322,1.279
0.56,1.83,1.318,1.724,1.719,0.309,0.323,1.28
0.561,1.83,1.319,1.725,1.718,0.31,0.323,1.28
0.562,1.83,1.32,1.726,1.719,0.311,0.323,1.28
0.563,1.829,1.322,1.728,1.719,0.311,0.324,1.28
0.564,1.829,1.323,1.729,1.718,0.312,0.324,1.281
0.565,1.829,1.324,1.731,1.718,0.313,0.324,1.281
0.566,1.828,1.325,1.732,1.718,0.313,0.325,1.281
0.567,1.828,1.326,1.733,1.718,0.314,0.325,1.281
