S1_S0201,S2_S0201,S3_S0201,S4_S0201,S5_S0201,S6_S0201,S7_S0201,S8_S0201
0.371,0.655,0.953,0.822,0.714,0.092,0.324,0.437
0.371,0.655,0.953,0.822,0.714,0.092,0.324,0.436
0.371,0.655,0.953,0.822,0.714,0.092,0.324,0.436
0.371,0.655,0.953,0.822,0.714,0.092,0.324,0.436
0.371,0.655,0.953,0.821,0.714,0.092,0.324,0.436
0.371,0.655,0.952,0.821,0.714,0.092,0.324,0.436
0.371,0.655,0.952,0.821,0.714,0.092,0.324,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.324,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.324,0.436
0.371,0.654,0.952,0.821,0.714,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.37,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.371,0.654,0.951,0.821,0.713,0.092,0.323,0.436
0.371,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.37,0.654,0.952,0.821,0.713,0.092,0.323,0.436
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.821,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.82,0.713,0.092,0.323,0.435
0.37,0.654,0.951,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.951,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.951,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.435
0.37,0.654,0.95,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.435
0.37,0.654,0.95,0.82,0.713,0.092,0.323,0.435
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.37,0.653,0.95,0.82,0.713,0.092,0.323,0.435
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.322,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.322,0.434
0.369,0.653,0.95,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.322,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.322,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.322,0.434
0.369,0.653,0.949,0.82,0.713,0.092,0.323,0.434
0.369,0.653,0.949,0.82,0.713,0.091,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.091,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.434
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.949,0.819,0.712,0.092,0.322,0.433
0.369,0.653,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.653,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.949,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.091,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.091,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.091,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.091,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.091,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.819,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.818,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.818,0.712,0.092,0.322,0.433
0.368,0.652,0.948,0.818,0.712,0.092,0.322,0.433
0.368,0.651,0.948,0.818,0.712,0.092,0.322,0.433
0.368,0.651,0.948,0.818,0.712,0.091,0.322,0.433
0.368,0.651,0.948,0.818,0.712,0.092,0.322,0.433
0.368,0.651,0.947,0.818,0.712,0.092,0.322,0.433
0.368,0.65,0.947,0.819,0.712,0.091,0.322,0.433
0.368,0.65,0.947,0.819,0.712,0.092,0.322,0.433
0.368,0.65,0.947,0.82,0.712,0.092,0.322,0.433
0.368,0.65,0.947,0.821,0.712,0.092,0.322,0.433
0.368,0.65,0.947,0.822,0.712,0.092,0.322,0.434
0.367,0.65,0.947,0.824,0.712,0.092,0.322,0.434
0.367,0.65,0.947,0.826,0.713,0.091,0.322,0.434
0.368,0.652,0.947,0.828,0.713,0.091,0.321,0.434
0.367,0.653,0.947,0.832,0.714,0.092,0.322,0.434
0.367,0.656,0.947,0.836,0.714,0.092,0.322,0.435
0.367,0.659,0.947,0.84,0.716,0.092,0.322,0.436
0.367,0.663,0.948,0.845,0.717,0.092,0.322,0.437
0.367,0.667,0.948,0.851,0.719,0.091,0.322,0.438
0.367,0.673,0.948,0.856,0.72,0.092,0.322,0.44
0.367,0.681,0.949,0.861,0.723,0.092,0.322,0.443
0.367,0.69,0.949,0.867,0.725,0.092,0.322,0.446
0.367,0.699,0.95,0.872,0.728,0.092,0.323,0.449
0.367,0.709,0.95,0.878,0.73,0.092,0.323,0.452
0.367,0.719,0.951,0.883,0.733,0.092,0.323,0.456
0.368,0.73,0.951,0.887,0.736,0.092,0.324,0.46
0.368,0.742,0.951,0.892,0.739,0.092,0.324,0.465
0.368,0.754,0.952,0.897,0.742,0.092,0.324,0.469
0.368,0.765,0.952,0.901,0.745,0.093,0.324,0.474
0.368,0.774,0.953,0.906,0.747,0.093,0.325,0.479
0.369,0.783,0.953,0.91,0.75,0.093,0.325,0.483
0.369,0.79,0.954,0.915,0.753,0.093,0.325,0.488
0.369,0.796,0.955,0.919,0.755,0.093,0.326,0.492
0.369,0.803,0.955,0.923,0.758,0.094,0.326,0.496
0.37,0.81,0.956,0.928,0.761,0.094,0.327,0.5
0.37,0.818,0.956,0.932,0.763,0.094,0.327,0.504
0.37,0.827,0.957,0.935,0.766,0.094,0.327,0.508
0.371,0.837,0.958,0.939,0.768,0.095,0.328,0.512
0.371,0.847,0.959,0.943,0.771,0.095,0.328,0.515
0.371,0.857,0.959,0.946,0.773,0.095,0.328,0.519
0.372,0.867,0.96,0.95,0.775,0.095,0.329,0.523
0.372,0.875,0.96,0.953,0.777,0.096,0.329,0.526
0.372,0.882,0.961,0.956,0.779,0.096,0.33,0.529
0.373,0.887,0.962,0.958,0.782,0.096,0.33,0.533
0.373,0.893,0.962,0.961,0.784,0.097,0.33,0.536
0.374,0.898,0.963,0.964,0.786,0.097,0.331,0.539
0.374,0.902,0.963,0.967,0.788,0.097,0.331,0.542
0.375,0.907,0.964,0.969,0.79,0.098,0.331,0.545
0.375,0.911,0.965,0.972,0.792,0.098,0.332,0.547
0.376,0.916,0.965,0.974,0.794,0.098,0.332,0.55
0.376,0.92,0.966,0.976,0.795,0.099,0.333,0.553
0.377,0.924,0.967,0.978,0.797,0.099,0.333,0.555
0.377,0.927,0.967,0.98,0.798,0.099,0.333,0.557
0.377,0.931,0.968,0.982,0.8,0.099,0.334,0.559
0.378,0.935,0.969,0.984,0.802,0.1,0.334,0.561
0.379,0.939,0.969,0.986,0.803,0.1,0.334,0.563
0.379,0.942,0.97,0.988,0.805,0.1,0.335,0.565
0.379,0.944,0.97,0.99,0.806,0.101,0.335,0.566
0.38,0.947,0.971,0.992,0.808,0.1,0.335,0.568
0.38,0.949,0.972,0.994,0.81,0.101,0.336,0.569
0.381,0.95,0.972,0.996,0.811,0.101,0.336,0.571
0.381,0.952,0.973,0.997,0.813,0.101,0.336,0.572
0.382,0.953,0.973,0.999,0.815,0.102,0.337,0.573
0.382,0.955,0.974,1.001,0.816,0.102,0.337,0.575
0.383,0.956,0.975,1.002,0.818,0.102,0.337,0.576
0.383,0.957,0.975,1.004,0.82,0.103,0.338,0.577
0.384,0.959,0.976,1.005,0.821,0.103,0.338,0.578
0.384,0.961,0.977,1.006,0.823,0.103,0.338,0.579
0.385,0.963,0.978,1.007,0.824,0.103,0.338,0.579
0.385,0.964,0.978,1.009,0.826,0.104,0.339,0.58
0.386,0.967,0.979,1.01,0.827,0.104,0.339,0.581
0.386,0.968,0.979,1.011,0.829,0.104,0.339,0.582
0.387,0.97,0.98,1.013,0.831,0.104,0.34,0.582
0.387,0.972,0.981,1.014,0.832,0.105,0.34,0.583
0.388,0.973,0.981,1.016,0.834,0.105,0.34,0.583
0.388,0.975,0.982,1.018,0.836,0.105,0.341,0.584
0.388,0.976,0.983,1.019,0.838,0.105,0.341,0.584
0.389,0.977,0.983,1.021,0.84,0.105,0.341,0.585
0.389,0.979,0.984,1.022,0.842,0.106,0.341,0.585
0.39,0.98,0.985,1.024,0.844,0.106,0.341,0.585
0.39,0.981,0.986,1.025,0.845,0.106,0.342,0.585
0.391,0.983,0.986,1.026,0.847,0.106,0.342,0.586
0.391,0.985,0.987,1.027,0.848,0.107,0.342,0.586
0.392,0.986,0.988,1.027,0.85,0.107,0.343,0.586
0.392,0.989,0.989,1.028,0.851,0.107,0.343,0.587
0.392,0.991,0.989,1.028,0.852,0.107,0.343,0.587
0.393,0.993,0.99,1.028,0.853,0.108,0.343,0.587
0.393,0.996,0.991,1.029,0.854,0.108,0.344,0.587
0.394,0.998,0.991,1.028,0.855,0.108,0.344,0.587
0.394,1.001,0.992,1.029,0.856,0.108,0.344,0.587
0.394,1.004,0.993,1.028,0.857,0.108,0.344,0.587
0.395,1.006,0.993,1.028,0.857,0.109,0.344,0.587
0.395,1.008,0.994,1.028,0.858,0.109,0.345,0.587
0.396,1.01,0.995,1.027,0.859,0.109,0.345,0.587
0.396,1.013,0.996,1.027,0.859,0.109,0.345,0.587
0.397,1.015,0.996,1.026,0.86,0.11,0.345,0.587
0.397,1.016,0.997,1.026,0.86,0.11,0.346,0.587
0.398,1.018,0.998,1.025,0.861,0.11,0.346,0.587
0.398,1.02,0.998,1.024,0.861,0.11,0.346,0.587
0.398,1.021,0.999,1.023,0.861,0.11,0.346,0.587
0.399,1.023,1.0,1.022,0.861,0.111,0.347,0.587
0.399,1.024,1.0,1.021,0.861,0.111,0.347,0.587
0.399,1.025,1.001,1.02,0.862,0.111,0.347,0.587
0.4,1.026,1.001,1.019,0.862,0.111,0.347,0.587
0.4,1.027,1.002,1.018,0.861,0.111,0.348,0.587
0.401,1.028,1.003,1.017,0.861,0.112,0.348,0.587
0.401,1.029,1.003,1.016,0.861,0.112,0.348,0.587
0.401,1.03,1.004,1.015,0.861,0.112,0.348,0.587
0.402,1.031,1.004,1.013,0.86,0.112,0.348,0.587
0.402,1.031,1.005,1.012,0.86,0.112,0.348,0.587
0.402,1.032,1.006,1.011,0.86,0.112,0.349,0.587
0.403,1.033,1.006,1.01,0.86,0.113,0.349,0.587
0.403,1.033,1.007,1.008,0.859,0.113,0.349,0.586
0.404,1.033,1.007,1.007,0.859,0.113,0.349,0.586
0.404,1.034,1.008,1.006,0.858,0.113,0.349,0.586
0.405,1.034,1.009,1.005,0.858,0.113,0.35,0.586
0.405,1.034,1.009,1.003,0.857,0.113,0.35,0.586
0.405,1.034,1.009,1.002,0.857,0.114,0.35,0.586
0.406,1.035,1.01,1.001,0.856,0.114,0.35,0.586
0.406,1.035,1.011,1.0,0.856,0.114,0.35,0.586
0.407,1.035,1.011,0.998,0.855,0.114,0.351,0.586
0.407,1.034,1.011,0.997,0.854,0.114,0.351,0.586
0.407,1.034,1.012,0.996,0.854,0.114,0.351,0.586
0.408,1.034,1.013,0.995,0.853,0.114,0.351,0.586
0.408,1.034,1.013,0.993,0.853,0.115,0.351,0.586
0.409,1.033,1.013,0.992,0.852,0.115,0.351,0.585
0.409,1.033,1.014,0.991,0.851,0.115,0.352,0.585
0.409,1.032,1.014,0.99,0.85,0.115,0.352,0.585
0.41,1.032,1.014,0.988,0.85,0.115,0.352,0.585
