S1_S0302,S2_S0302,S3_S0302,S4_S0302,S5_S0302,S6_S0302,S7_S0302,S8_S0302
0.363,0.628,0.97,0.853,0.725,0.095,0.323,0.448
0.363,0.628,0.97,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.853,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.094,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.094,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.969,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.968,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.968,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.968,0.852,0.724,0.095,0.322,0.448
0.362,0.628,0.968,0.852,0.724,0.095,0.322,0.448
0.363,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.628,0.968,0.852,0.724,0.094,0.322,0.448
0.363,0.628,0.968,0.852,0.725,0.095,0.322,0.448
0.363,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.628,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.968,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.094,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.094,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.094,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.967,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.966,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.322,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.322,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.095,0.322,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.095,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.851,0.724,0.095,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.851,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.851,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.852,0.724,0.094,0.321,0.447
0.362,0.627,0.966,0.851,0.724,0.094,0.321,0.446
0.362,0.627,0.966,0.852,0.724,0.095,0.321,0.446
0.362,0.627,0.966,0.851,0.724,0.095,0.321,0.446
0.362,0.627,0.965,0.851,0.724,0.094,0.321,0.447
0.362,0.627,0.965,0.851,0.724,0.094,0.321,0.447
0.362,0.627,0.965,0.851,0.724,0.095,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.095,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.095,0.321,0.446
0.362,0.627,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.095,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.095,0.321,0.446
0.361,0.626,0.965,0.851,0.724,0.095,0.321,0.446
0.361,0.627,0.965,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.851,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.85,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.85,0.724,0.095,0.321,0.446
0.361,0.626,0.964,0.85,0.724,0.094,0.321,0.446
0.361,0.626,0.964,0.85,0.724,0.094,0.321,0.446
