S1_C0902,S2_C0902,S3_C0902,S4_C0902,S5_C0902,S6_C0902,S7_C0902,S8_C0902
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.537,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.318,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.318,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.318,0.536,0.812,0.872,0.097,0.25,0.626
0.185,0.318,0.536,0.812,0.873,0.097,0.25,0.626
0.185,0.318,0.536,0.812,0.872,0.097,0.25,0.626
0.185,0.318,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.318,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.872,0.097,0.25,0.626
0.185,0.319,0.536,0.813,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.319,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.32,0.536,0.814,0.873,0.097,0.25,0.626
0.185,0.32,0.536,0.814,0.873,0.097,0.25,0.627
0.185,0.32,0.536,0.814,0.873,0.097,0.25,0.627
0.185,0.32,0.536,0.815,0.873,0.097,0.25,0.627
0.185,0.32,0.536,0.815,0.873,0.097,0.25,0.627
0.185,0.32,0.536,0.815,0.874,0.097,0.25,0.627
0.185,0.321,0.536,0.815,0.874,0.097,0.25,0.627
0.185,0.321,0.536,0.815,0.874,0.097,0.25,0.627
0.185,0.321,0.536,0.816,0.874,0.097,0.25,0.627
0.185,0.321,0.536,0.816,0.874,0.097,0.25,0.627
0.185,0.322,0.536,0.816,0.874,0.097,0.25,0.628
0.185,0.322,0.536,0.816,0.874,0.097,0.25,0.628
0.185,0.322,0.536,0.816,0.874,0.097,0.25,0.628
0.185,0.322,0.536,0.817,0.875,0.097,0.25,0.628
0.185,0.323,0.536,0.817,0.875,0.097,0.25,0.629
0.185,0.323,0.536,0.817,0.875,0.097,0.25,0.629
0.185,0.327,0.537,0.823,0.876,0.097,0.25,0.63
0.185,0.339,0.538,0.846,0.877,0.097,0.25,0.633
0.185,0.357,0.539,0.876,0.886,0.097,0.25,0.64
0.185,0.38,0.541,0.9,0.907,0.097,0.251,0.66
0.185,0.404,0.542,0.918,0.935,0.097,0.252,0.689
0.185,0.43,0.544,0.935,0.957,0.097,0.253,0.719
0.185,0.459,0.546,0.949,0.976,0.097,0.253,0.747
0.185,0.488,0.548,0.962,0.995,0.098,0.254,0.772
0.185,0.519,0.55,0.977,1.013,0.098,0.255,0.795
0.185,0.549,0.552,0.987,1.029,0.099,0.256,0.815
0.186,0.58,0.554,0.995,1.045,0.099,0.256,0.833
0.186,0.612,0.556,1.006,1.059,0.1,0.257,0.849
0.186,0.644,0.558,1.016,1.072,0.101,0.258,0.864
0.186,0.677,0.56,1.026,1.084,0.102,0.259,0.88
