S1_C0402,S2_C0402,S3_C0402,S4_C0402,S5_C0402,S6_C0402,S7_C0402,S8_C0402
0.268,0.483,0.497,0.691,0.701,0.063,0.206,0.087
0.268,0.483,0.497,0.691,0.701,0.063,0.206,0.087
0.268,0.483,0.497,0.69,0.701,0.063,0.206,0.087
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.087
0.269,0.483,0.496,0.69,0.701,0.063,0.206,0.095
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.483,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.496,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.206,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.205,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.205,0.094
0.268,0.482,0.495,0.69,0.701,0.063,0.205,0.094
0.268,0.481,0.495,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.206,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.206,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.495,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.093
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.092
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.092
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.091
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.092
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.091
0.268,0.481,0.494,0.69,0.701,0.063,0.205,0.09
0.268,0.48,0.494,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.494,0.69,0.701,0.063,0.205,0.09
0.268,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.268,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.09
0.267,0.48,0.493,0.69,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.479,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.48,0.493,0.689,0.701,0.063,0.205,0.101
0.267,0.479,0.493,0.689,0.701,0.063,0.205,0.1
0.267,0.479,0.493,0.689,0.701,0.063,0.205,0.092
0.267,0.479,0.493,0.689,0.7,0.063,0.205,0.091
0.267,0.479,0.493,0.689,0.701,0.063,0.205,0.09
0.267,0.479,0.492,0.689,0.7,0.063,0.205,0.09
0.267,0.479,0.493,0.689,0.7,0.063,0.205,0.09
0.267,0.479,0.492,0.688,0.7,0.063,0.205,0.09
0.267,0.479,0.492,0.688,0.7,0.063,0.205,0.09
0.267,0.479,0.492,0.688,0.7,0.063,0.204,0.09
0.267,0.479,0.492,0.688,0.7,0.063,0.205,0.089
0.267,0.479,0.492,0.688,0.7,0.063,0.204,0.089
0.267,0.479,0.492,0.688,0.7,0.063,0.204,0.089
0.267,0.479,0.492,0.688,0.7,0.063,0.204,0.089
0.267,0.479,0.492,0.688,0.7,0.063,0.205,0.089
0.267,0.479,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.479,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.7,0.063,0.205,0.089
0.267,0.478,0.492,0.687,0.699,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.699,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.699,0.063,0.205,0.089
0.267,0.478,0.492,0.687,0.699,0.063,0.204,0.089
0.267,0.478,0.492,0.686,0.699,0.063,0.204,0.089
0.267,0.478,0.492,0.686,0.699,0.063,0.205,0.089
0.267,0.478,0.492,0.686,0.699,0.063,0.204,0.088
0.267,0.478,0.492,0.686,0.699,0.063,0.205,0.088
0.267,0.478,0.492,0.686,0.699,0.063,0.205,0.088
0.267,0.478,0.492,0.686,0.699,0.063,0.204,0.088
0.267,0.478,0.492,0.686,0.699,0.063,0.204,0.088
0.267,0.478,0.492,0.686,0.699,0.063,0.204,0.089
0.267,0.478,0.492,0.686,0.699,0.063,0.205,0.089
0.267,0.478,0.492,0.686,0.7,0.063,0.204,0.089
0.267,0.478,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.478,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.477,0.492,0.686,0.7,0.063,0.204,0.089
0.267,0.477,0.492,0.687,0.7,0.063,0.205,0.089
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.089
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.09
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.477,0.492,0.687,0.7,0.063,0.204,0.088
0.267,0.477,0.492,0.687,0.701,0.063,0.204,0.088
0.267,0.476,0.492,0.687,0.701,0.063,0.205,0.088
0.267,0.476,0.492,0.687,0.701,0.063,0.204,0.088
0.267,0.477,0.492,0.687,0.701,0.063,0.204,0.088
0.267,0.476,0.492,0.687,0.701,0.063,0.204,0.087
0.267,0.476,0.492,0.687,0.701,0.063,0.204,0.087
0.267,0.476,0.492,0.687,0.701,0.063,0.205,0.086
0.267,0.476,0.492,0.687,0.701,0.063,0.205,0.086
0.267,0.477,0.492,0.688,0.701,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.267,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.204,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.267,0.476,0.492,0.688,0.703,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.702,0.063,0.205,0.086
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.087
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.064,0.205,0.1
0.268,0.476,0.492,0.688,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.689,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.689,0.703,0.063,0.205,0.1
0.268,0.476,0.492,0.689,0.703,0.064,0.205,0.1
0.268,0.477,0.492,0.689,0.704,0.063,0.205,0.1
0.268,0.476,0.492,0.689,0.704,0.063,0.205,0.099
0.268,0.477,0.492,0.689,0.704,0.064,0.205,0.099
0.268,0.476,0.492,0.689,0.704,0.064,0.205,0.1
0.268,0.477,0.492,0.689,0.704,0.064,0.205,0.1
0.268,0.477,0.492,0.689,0.704,0.063,0.205,0.101
0.268,0.477,0.492,0.689,0.704,0.063,0.205,0.103
0.268,0.477,0.492,0.689,0.704,0.063,0.205,0.104
0.268,0.477,0.492,0.689,0.705,0.064,0.205,0.104
0.268,0.476,0.492,0.69,0.705,0.063,0.205,0.104
0.268,0.477,0.492,0.69,0.705,0.063,0.205,0.104
0.268,0.477,0.492,0.69,0.705,0.063,0.205,0.104
0.268,0.477,0.492,0.69,0.705,0.063,0.205,0.123
0.268,0.477,0.492,0.69,0.705,0.064,0.205,0.123
0.268,0.477,0.492,0.69,0.706,0.064,0.205,0.123
0.268,0.477,0.492,0.69,0.706,0.064,0.205,0.123
0.268,0.477,0.492,0.69,0.706,0.064,0.205,0.118
0.269,0.477,0.492,0.691,0.706,0.064,0.205,0.118
0.269,0.477,0.492,0.691,0.706,0.064,0.205,0.118
0.268,0.477,0.492,0.691,0.706,0.064,0.205,0.118
0.268,0.477,0.492,0.691,0.706,0.064,0.205,0.118
0.269,0.477,0.492,0.691,0.707,0.064,0.205,0.098
0.269,0.477,0.493,0.692,0.707,0.064,0.205,0.097
0.269,0.477,0.493,0.692,0.707,0.064,0.205,0.097
0.269,0.477,0.493,0.693,0.707,0.064,0.205,0.097
0.269,0.477,0.493,0.693,0.708,0.064,0.205,0.097
0.269,0.477,0.493,0.694,0.708,0.064,0.205,0.097
0.269,0.477,0.493,0.694,0.709,0.064,0.205,0.097
0.269,0.478,0.493,0.695,0.709,0.064,0.205,0.098
0.269,0.478,0.493,0.695,0.709,0.064,0.205,0.097
0.269,0.478,0.493,0.696,0.71,0.064,0.205,0.098
0.269,0.478,0.493,0.696,0.71,0.064,0.205,0.098
0.269,0.478,0.493,0.697,0.711,0.064,0.205,0.098
0.269,0.479,0.493,0.698,0.711,0.064,0.206,0.118
0.269,0.479,0.493,0.698,0.711,0.064,0.206,0.119
0.269,0.479,0.493,0.699,0.712,0.064,0.206,0.119
0.269,0.479,0.493,0.699,0.712,0.064,0.206,0.119
0.27,0.48,0.493,0.7,0.713,0.064,0.206,0.119
0.269,0.48,0.493,0.701,0.713,0.064,0.206,0.119
0.27,0.48,0.493,0.701,0.714,0.064,0.206,0.119
0.27,0.48,0.493,0.702,0.714,0.064,0.206,0.119
0.27,0.481,0.494,0.702,0.714,0.064,0.206,0.119
0.27,0.481,0.494,0.703,0.715,0.064,0.206,0.119
0.27,0.482,0.494,0.704,0.715,0.064,0.206,0.119
0.27,0.482,0.494,0.704,0.716,0.064,0.206,0.119
0.27,0.482,0.494,0.705,0.716,0.064,0.206,0.12
0.27,0.483,0.494,0.706,0.716,0.064,0.206,0.12
0.27,0.483,0.494,0.706,0.717,0.064,0.206,0.12
0.27,0.483,0.494,0.707,0.717,0.064,0.206,0.12
0.27,0.484,0.494,0.707,0.718,0.064,0.206,0.12
0.27,0.484,0.494,0.708,0.718,0.064,0.206,0.12
0.27,0.484,0.494,0.708,0.719,0.064,0.206,0.12
0.271,0.485,0.494,0.709,0.719,0.064,0.206,0.12
0.271,0.485,0.494,0.71,0.72,0.064,0.206,0.12
0.271,0.486,0.494,0.711,0.72,0.064,0.206,0.121
0.271,0.486,0.495,0.711,0.721,0.065,0.206,0.121
0.271,0.486,0.495,0.712,0.721,0.064,0.206,0.121
0.271,0.487,0.495,0.713,0.722,0.065,0.206,0.121
0.271,0.487,0.495,0.714,0.722,0.065,0.206,0.12
0.271,0.488,0.495,0.714,0.723,0.064,0.206,0.12
