S1_C0401,S2_C0401,S3_C0401,S4_C0401,S5_C0401,S6_C0401,S7_C0401,S8_C0401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.234,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.658,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.676,0.062,0.225,0.401
0.235,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.484,0.659,0.676,0.062,0.225,0.401
0.235,0.336,0.483,0.659,0.676,0.062,0.225,0.401
0.235,0.336,0.483,0.659,0.676,0.062,0.225,0.401
0.235,0.336,0.483,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.676,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.676,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.676,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.676,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.676,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.401
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.234,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.659,0.677,0.062,0.225,0.402
0.235,0.336,0.483,0.66,0.678,0.062,0.225,0.402
0.235,0.336,0.483,0.66,0.678,0.062,0.225,0.402
0.234,0.336,0.483,0.66,0.678,0.063,0.225,0.402
0.235,0.337,0.483,0.66,0.678,0.062,0.225,0.402
0.234,0.337,0.483,0.661,0.678,0.062,0.225,0.402
0.234,0.337,0.483,0.661,0.678,0.062,0.225,0.403
