S1_D0302,S2_D0302,S3_D0302,S4_D0302,S5_D0302,S6_D0302,S7_D0302,S8_D0302
0.198,0.263,0.447,0.362,0.429,0.079,0.191,0.26
0.199,0.263,0.447,0.362,0.429,0.078,0.191,0.26
0.198,0.263,0.447,0.362,0.429,0.079,0.191,0.26
0.199,0.263,0.447,0.362,0.429,0.079,0.191,0.26
0.198,0.263,0.447,0.362,0.428,0.079,0.191,0.26
0.198,0.263,0.446,0.361,0.428,0.079,0.191,0.26
0.198,0.263,0.446,0.361,0.428,0.078,0.191,0.26
0.198,0.263,0.446,0.361,0.428,0.078,0.191,0.26
0.198,0.263,0.446,0.361,0.428,0.078,0.191,0.26
0.198,0.263,0.446,0.361,0.428,0.078,0.191,0.259
0.198,0.262,0.446,0.361,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.361,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.361,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.36,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.36,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.36,0.427,0.078,0.191,0.259
0.198,0.262,0.446,0.36,0.426,0.078,0.191,0.259
0.198,0.262,0.446,0.36,0.426,0.078,0.191,0.258
0.198,0.262,0.446,0.36,0.426,0.078,0.191,0.258
0.198,0.262,0.446,0.36,0.426,0.078,0.191,0.258
0.198,0.262,0.445,0.36,0.426,0.078,0.191,0.258
0.198,0.262,0.445,0.36,0.425,0.078,0.191,0.258
0.198,0.262,0.445,0.359,0.425,0.078,0.191,0.258
0.198,0.262,0.445,0.359,0.425,0.078,0.191,0.258
0.197,0.262,0.445,0.359,0.425,0.078,0.191,0.258
0.198,0.261,0.445,0.359,0.425,0.078,0.191,0.258
0.197,0.261,0.445,0.359,0.425,0.078,0.191,0.258
0.197,0.261,0.445,0.359,0.425,0.078,0.191,0.258
0.197,0.261,0.445,0.359,0.424,0.078,0.191,0.258
0.197,0.261,0.445,0.359,0.424,0.078,0.191,0.257
0.197,0.261,0.445,0.359,0.424,0.078,0.191,0.257
0.197,0.261,0.444,0.359,0.424,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.424,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.424,0.078,0.19,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.19,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.19,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.191,0.257
0.197,0.261,0.444,0.358,0.423,0.078,0.191,0.256
0.197,0.261,0.444,0.357,0.422,0.078,0.191,0.257
0.197,0.261,0.444,0.357,0.422,0.078,0.191,0.256
0.197,0.261,0.444,0.357,0.422,0.078,0.19,0.256
0.197,0.261,0.444,0.357,0.422,0.078,0.19,0.256
0.197,0.261,0.444,0.357,0.422,0.078,0.19,0.256
0.197,0.261,0.444,0.357,0.422,0.078,0.19,0.256
0.197,0.261,0.444,0.357,0.421,0.078,0.191,0.256
0.197,0.261,0.443,0.357,0.421,0.078,0.19,0.256
0.197,0.26,0.443,0.357,0.421,0.078,0.19,0.256
0.196,0.26,0.443,0.357,0.421,0.078,0.19,0.256
0.196,0.26,0.443,0.356,0.421,0.078,0.19,0.256
0.196,0.26,0.443,0.356,0.421,0.078,0.19,0.256
0.196,0.26,0.443,0.356,0.421,0.078,0.19,0.255
0.196,0.26,0.443,0.356,0.421,0.078,0.19,0.255
0.196,0.26,0.443,0.356,0.42,0.078,0.19,0.255
0.196,0.26,0.443,0.356,0.42,0.077,0.19,0.255
0.196,0.26,0.443,0.356,0.42,0.077,0.19,0.255
0.196,0.26,0.443,0.356,0.42,0.078,0.19,0.255
0.196,0.26,0.443,0.356,0.42,0.077,0.19,0.255
0.196,0.26,0.442,0.356,0.42,0.078,0.19,0.255
0.196,0.26,0.442,0.356,0.42,0.077,0.19,0.255
0.196,0.26,0.442,0.356,0.42,0.077,0.19,0.255
0.196,0.259,0.442,0.356,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.356,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.254
0.196,0.259,0.442,0.355,0.419,0.077,0.19,0.253
0.196,0.259,0.441,0.355,0.418,0.077,0.19,0.253
0.196,0.259,0.442,0.355,0.418,0.077,0.19,0.253
0.196,0.259,0.442,0.355,0.418,0.077,0.19,0.253
0.195,0.259,0.441,0.355,0.418,0.077,0.19,0.253
0.196,0.258,0.441,0.355,0.418,0.077,0.19,0.253
0.195,0.258,0.441,0.355,0.418,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.418,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.418,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.417,0.077,0.189,0.253
0.195,0.258,0.441,0.354,0.417,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.417,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.417,0.077,0.19,0.253
0.195,0.258,0.441,0.354,0.417,0.077,0.19,0.252
0.195,0.258,0.441,0.354,0.417,0.077,0.189,0.252
0.195,0.258,0.441,0.354,0.417,0.077,0.19,0.252
