S1_D1501,S2_D1501,S3_D1501,S4_D1501,S5_D1501,S6_D1501,S7_D1501,S8_D1501
0.172,0.285,0.291,0.463,0.571,0.068,0.132,0.31
0.172,0.285,0.291,0.462,0.571,0.068,0.132,0.31
0.172,0.285,0.291,0.462,0.571,0.068,0.132,0.31
0.172,0.285,0.291,0.462,0.571,0.068,0.132,0.31
0.172,0.284,0.291,0.462,0.571,0.068,0.132,0.31
0.172,0.284,0.291,0.462,0.571,0.068,0.132,0.309
0.172,0.284,0.292,0.462,0.571,0.068,0.132,0.31
0.172,0.284,0.292,0.462,0.571,0.068,0.133,0.31
0.172,0.283,0.292,0.462,0.571,0.068,0.133,0.309
0.172,0.283,0.292,0.462,0.571,0.068,0.132,0.31
0.172,0.282,0.292,0.461,0.571,0.068,0.133,0.309
0.172,0.282,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.282,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.282,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.281,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.281,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.281,0.292,0.461,0.572,0.068,0.133,0.309
0.172,0.28,0.292,0.461,0.572,0.068,0.133,0.309
0.173,0.28,0.292,0.461,0.572,0.068,0.133,0.309
0.173,0.28,0.292,0.461,0.572,0.068,0.133,0.309
0.173,0.28,0.293,0.461,0.572,0.068,0.133,0.309
0.173,0.279,0.293,0.461,0.572,0.068,0.133,0.309
0.173,0.279,0.293,0.461,0.572,0.068,0.133,0.309
0.173,0.279,0.293,0.461,0.572,0.069,0.133,0.309
0.173,0.278,0.293,0.461,0.573,0.068,0.133,0.309
0.173,0.278,0.293,0.46,0.573,0.069,0.133,0.309
0.173,0.278,0.293,0.46,0.573,0.068,0.133,0.309
0.173,0.277,0.293,0.46,0.573,0.069,0.133,0.308
0.173,0.277,0.293,0.46,0.573,0.069,0.133,0.308
0.173,0.277,0.293,0.46,0.573,0.069,0.133,0.308
0.173,0.277,0.293,0.46,0.573,0.069,0.133,0.308
0.173,0.276,0.294,0.46,0.573,0.069,0.133,0.308
0.173,0.276,0.293,0.46,0.573,0.069,0.133,0.308
0.173,0.276,0.294,0.46,0.573,0.069,0.133,0.308
0.173,0.276,0.294,0.46,0.573,0.069,0.134,0.308
0.173,0.275,0.294,0.46,0.573,0.069,0.134,0.308
0.174,0.275,0.294,0.46,0.573,0.069,0.134,0.308
0.173,0.275,0.294,0.46,0.573,0.069,0.134,0.308
0.173,0.275,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.274,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.274,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.274,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.273,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.273,0.294,0.459,0.573,0.069,0.134,0.307
0.174,0.273,0.294,0.459,0.573,0.069,0.134,0.308
0.174,0.273,0.294,0.459,0.573,0.069,0.134,0.307
0.174,0.273,0.294,0.459,0.573,0.069,0.134,0.307
0.174,0.272,0.294,0.459,0.573,0.069,0.134,0.307
0.174,0.272,0.295,0.459,0.574,0.069,0.134,0.307
0.174,0.272,0.294,0.458,0.573,0.069,0.134,0.307
0.174,0.272,0.295,0.458,0.573,0.069,0.134,0.307
0.174,0.271,0.295,0.458,0.574,0.069,0.134,0.307
0.174,0.271,0.295,0.458,0.573,0.069,0.134,0.307
