S1_D1801,S2_D1801,S3_D1801,S4_D1801,S5_D1801,S6_D1801,S7_D1801,S8_D1801
0.155,0.266,0.409,0.415,0.438,0.055,0.163,0.24
0.155,0.266,0.409,0.414,0.438,0.056,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.163,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.265,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.055,0.162,0.24
0.155,0.265,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.408,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.438,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.056,0.162,0.24
0.155,0.265,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.407,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.266,0.406,0.415,0.439,0.056,0.162,0.24
0.155,0.266,0.406,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.415,0.439,0.055,0.162,0.24
0.155,0.265,0.406,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.415,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.055,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.266,0.406,0.416,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.416,0.439,0.055,0.162,0.24
0.155,0.265,0.406,0.417,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.417,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.417,0.439,0.056,0.162,0.24
0.155,0.265,0.406,0.417,0.439,0.055,0.162,0.24
0.155,0.265,0.406,0.418,0.44,0.056,0.162,0.24
0.155,0.265,0.406,0.418,0.44,0.056,0.162,0.24
0.155,0.265,0.406,0.418,0.44,0.056,0.162,0.24
0.155,0.265,0.406,0.418,0.44,0.056,0.162,0.24
