S1_D0501,S2_D0501,S3_D0501,S4_D0501,S5_D0501,S6_D0501,S7_D0501,S8_D0501
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.277,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.236,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.322,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.14,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
0.139,0.237,0.321,0.276,0.327,0.071,0.166,0.196
