S1_D0301,S2_D0301,S3_D0301,S4_D0301,S5_D0301,S6_D0301,S7_D0301,S8_D0301
0.158,0.231,0.335,0.266,0.305,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.16,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.16,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.16,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.072,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.335,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.072,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.306,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.072,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.232,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.071,0.159,0.188
0.158,0.231,0.334,0.266,0.305,0.072,0.159,0.188
