S1_D0902,S2_D0902,S3_D0902,S4_D0902,S5_D0902,S6_D0902,S7_D0902,S8_D0902
0.297,0.396,0.647,0.419,0.475,0.081,0.276,0.284
0.297,0.396,0.647,0.419,0.475,0.081,0.276,0.284
0.297,0.396,0.647,0.419,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.276,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.276,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.276,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.647,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.395,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.395,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.395,0.646,0.418,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.475,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.646,0.417,0.474,0.081,0.275,0.284
0.297,0.395,0.646,0.417,0.474,0.081,0.275,0.283
0.297,0.395,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.395,0.645,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.645,0.417,0.474,0.081,0.275,0.284
0.297,0.396,0.645,0.417,0.474,0.081,0.275,0.284
0.297,0.395,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.395,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.395,0.645,0.417,0.474,0.081,0.274,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.274,0.283
0.297,0.396,0.645,0.416,0.474,0.081,0.275,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.274,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.275,0.283
0.297,0.396,0.645,0.417,0.474,0.081,0.274,0.283
0.296,0.396,0.644,0.417,0.474,0.081,0.274,0.283
0.296,0.396,0.644,0.417,0.473,0.081,0.274,0.283
0.297,0.396,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.396,0.644,0.416,0.473,0.081,0.275,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.275,0.283
0.297,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.297,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.644,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.282
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.273,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.274,0.283
0.296,0.395,0.643,0.416,0.473,0.081,0.273,0.283
0.296,0.395,0.642,0.416,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.416,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.416,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.416,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.473,0.081,0.274,0.283
0.296,0.394,0.642,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.416,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.642,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.295,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.295,0.394,0.641,0.414,0.472,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.395,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.642,0.414,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.415,0.473,0.081,0.273,0.283
0.296,0.394,0.641,0.416,0.473,0.081,0.273,0.283
0.296,0.395,0.641,0.416,0.473,0.081,0.273,0.283
0.296,0.395,0.641,0.416,0.473,0.081,0.273,0.283
0.296,0.395,0.641,0.417,0.473,0.081,0.273,0.283
0.296,0.395,0.641,0.417,0.473,0.081,0.273,0.283
0.296,0.396,0.641,0.417,0.473,0.081,0.273,0.283
0.296,0.396,0.641,0.418,0.473,0.081,0.273,0.284
0.296,0.396,0.641,0.418,0.473,0.081,0.273,0.284
0.296,0.397,0.641,0.419,0.474,0.081,0.273,0.284
0.296,0.397,0.641,0.419,0.474,0.081,0.273,0.284
0.296,0.397,0.641,0.419,0.474,0.081,0.273,0.285
0.296,0.398,0.641,0.42,0.474,0.081,0.273,0.285
0.296,0.398,0.641,0.421,0.474,0.081,0.273,0.285
0.296,0.399,0.641,0.421,0.475,0.081,0.273,0.286
0.296,0.399,0.641,0.422,0.475,0.081,0.273,0.286
0.296,0.4,0.641,0.422,0.475,0.081,0.273,0.287
0.296,0.4,0.641,0.423,0.475,0.081,0.273,0.287
0.296,0.401,0.641,0.423,0.476,0.081,0.273,0.287
0.296,0.401,0.641,0.424,0.476,0.081,0.273,0.288
0.296,0.402,0.641,0.425,0.476,0.081,0.273,0.288
0.296,0.402,0.641,0.425,0.476,0.081,0.273,0.289
0.297,0.403,0.641,0.426,0.477,0.081,0.273,0.29
0.297,0.404,0.641,0.427,0.477,0.081,0.273,0.29
0.297,0.404,0.641,0.427,0.477,0.081,0.273,0.291
0.297,0.405,0.641,0.428,0.477,0.081,0.273,0.291
0.297,0.406,0.641,0.429,0.478,0.081,0.273,0.292
0.297,0.406,0.641,0.429,0.478,0.081,0.273,0.292
0.297,0.407,0.641,0.43,0.478,0.081,0.273,0.293
0.297,0.408,0.641,0.431,0.479,0.081,0.273,0.294
0.297,0.408,0.641,0.431,0.479,0.081,0.273,0.294
0.297,0.409,0.641,0.432,0.48,0.081,0.273,0.295
0.298,0.409,0.641,0.433,0.48,0.081,0.273,0.295
0.298,0.41,0.641,0.434,0.48,0.081,0.273,0.296
0.298,0.411,0.641,0.435,0.481,0.081,0.272,0.297
0.298,0.411,0.641,0.436,0.481,0.081,0.273,0.297
0.298,0.412,0.641,0.436,0.482,0.081,0.273,0.298
0.298,0.413,0.641,0.438,0.482,0.081,0.273,0.299
0.298,0.413,0.642,0.439,0.483,0.081,0.273,0.299
0.298,0.414,0.642,0.44,0.483,0.081,0.273,0.3
0.299,0.414,0.642,0.441,0.484,0.081,0.273,0.301
0.299,0.415,0.642,0.443,0.484,0.081,0.273,0.301
0.299,0.416,0.642,0.444,0.485,0.081,0.273,0.302
0.299,0.417,0.642,0.445,0.485,0.081,0.273,0.303
0.299,0.417,0.642,0.446,0.486,0.081,0.273,0.304
0.299,0.419,0.642,0.447,0.487,0.081,0.273,0.305
0.299,0.42,0.642,0.449,0.487,0.081,0.273,0.306
0.3,0.422,0.642,0.45,0.488,0.081,0.273,0.307
0.3,0.424,0.642,0.451,0.489,0.081,0.273,0.308
0.3,0.426,0.642,0.453,0.489,0.081,0.273,0.31
0.3,0.429,0.642,0.455,0.49,0.081,0.273,0.311
0.301,0.433,0.642,0.456,0.491,0.081,0.273,0.313
0.301,0.436,0.643,0.458,0.492,0.081,0.273,0.314
0.301,0.44,0.643,0.461,0.492,0.081,0.273,0.315
0.301,0.444,0.643,0.464,0.493,0.082,0.273,0.317
0.302,0.449,0.643,0.466,0.494,0.082,0.273,0.318
0.302,0.453,0.644,0.469,0.495,0.081,0.273,0.32
0.302,0.457,0.644,0.472,0.497,0.082,0.273,0.321
0.302,0.461,0.644,0.475,0.498,0.082,0.273,0.322
0.303,0.465,0.645,0.477,0.499,0.082,0.273,0.323
0.303,0.468,0.645,0.48,0.501,0.082,0.273,0.324
0.303,0.472,0.645,0.482,0.503,0.082,0.273,0.326
0.303,0.475,0.646,0.485,0.505,0.082,0.273,0.327
0.304,0.478,0.646,0.487,0.506,0.082,0.273,0.328
0.304,0.482,0.646,0.489,0.508,0.082,0.274,0.33
0.304,0.485,0.647,0.491,0.51,0.082,0.273,0.331
0.304,0.488,0.647,0.493,0.511,0.082,0.274,0.332
0.305,0.492,0.647,0.495,0.512,0.082,0.273,0.333
0.305,0.496,0.648,0.496,0.514,0.082,0.274,0.335
0.305,0.5,0.648,0.498,0.515,0.082,0.274,0.336
0.305,0.505,0.648,0.499,0.516,0.082,0.274,0.337
0.306,0.509,0.649,0.501,0.518,0.083,0.274,0.339
0.306,0.514,0.649,0.503,0.52,0.083,0.274,0.34
0.307,0.518,0.65,0.505,0.521,0.083,0.274,0.341
0.307,0.523,0.65,0.508,0.524,0.083,0.274,0.343
0.307,0.527,0.651,0.51,0.526,0.083,0.274,0.344
0.308,0.532,0.651,0.512,0.528,0.083,0.274,0.345
0.308,0.536,0.652,0.514,0.53,0.083,0.275,0.346
0.308,0.54,0.653,0.517,0.532,0.083,0.275,0.347
0.309,0.543,0.653,0.519,0.534,0.083,0.275,0.348
0.309,0.547,0.653,0.521,0.536,0.083,0.275,0.349
0.309,0.55,0.654,0.523,0.538,0.084,0.275,0.35
0.31,0.553,0.654,0.525,0.54,0.084,0.275,0.35
0.31,0.555,0.655,0.527,0.541,0.084,0.275,0.351
0.31,0.558,0.655,0.529,0.543,0.084,0.275,0.353
0.311,0.561,0.656,0.53,0.544,0.084,0.275,0.354
0.311,0.565,0.656,0.532,0.546,0.084,0.275,0.355
0.312,0.569,0.657,0.533,0.547,0.084,0.275,0.356
0.312,0.573,0.657,0.535,0.549,0.085,0.276,0.357
0.313,0.577,0.658,0.537,0.551,0.085,0.276,0.358
0.313,0.581,0.658,0.538,0.553,0.085,0.276,0.359
0.314,0.584,0.659,0.539,0.555,0.085,0.276,0.359
0.314,0.588,0.659,0.542,0.556,0.085,0.276,0.36
0.314,0.593,0.66,0.542,0.558,0.085,0.276,0.362
0.314,0.602,0.661,0.544,0.561,0.085,0.277,0.366
0.314,0.612,0.662,0.553,0.568,0.086,0.277,0.379
0.315,0.626,0.663,0.561,0.579,0.086,0.277,0.395
0.316,0.643,0.664,0.57,0.588,0.087,0.278,0.41
0.316,0.675,0.666,0.575,0.6,0.088,0.278,0.423
0.317,0.711,0.667,0.585,0.615,0.089,0.278,0.435
0.318,0.749,0.669,0.594,0.631,0.09,0.278,0.446
0.319,0.789,0.671,0.599,0.646,0.091,0.278,0.455
0.32,0.829,0.672,0.608,0.659,0.091,0.279,0.465
0.321,0.873,0.674,0.614,0.673,0.092,0.279,0.476
0.323,0.913,0.676,0.624,0.685,0.093,0.278,0.483
0.324,0.947,0.678,0.631,0.696,0.094,0.278,0.491
0.326,0.979,0.68,0.64,0.708,0.095,0.278,0.499
0.327,1.009,0.682,0.647,0.72,0.096,0.278,0.508
0.329,1.036,0.685,0.655,0.73,0.097,0.278,0.516
0.33,1.063,0.686,0.661,0.741,0.098,0.278,0.524
0.332,1.088,0.688,0.669,0.751,0.099,0.278,0.531
0.333,1.112,0.69,0.679,0.762,0.1,0.278,0.539
0.335,1.134,0.692,0.684,0.771,0.102,0.278,0.546
0.337,1.156,0.694,0.692,0.781,0.103,0.277,0.553
0.338,1.176,0.696,0.701,0.791,0.104,0.277,0.56
0.34,1.195,0.698,0.707,0.8,0.105,0.277,0.566
0.342,1.213,0.701,0.716,0.809,0.107,0.277,0.574
0.344,1.228,0.703,0.721,0.818,0.108,0.277,0.58
0.345,1.244,0.705,0.727,0.827,0.109,0.277,0.587
0.347,1.258,0.707,0.734,0.835,0.11,0.277,0.592
0.349,1.272,0.709,0.744,0.844,0.111,0.277,0.598
0.351,1.285,0.712,0.75,0.852,0.113,0.277,0.605
0.353,1.299,0.714,0.755,0.86,0.114,0.277,0.611
0.354,1.312,0.716,0.762,0.868,0.115,0.277,0.618
0.356,1.325,0.718,0.77,0.877,0.117,0.277,0.624
0.358,1.338,0.72,0.777,0.885,0.118,0.277,0.63
0.36,1.349,0.723,0.783,0.893,0.119,0.278,0.637
0.362,1.361,0.725,0.79,0.901,0.121,0.278,0.642
0.364,1.372,0.727,0.796,0.909,0.122,0.278,0.649
0.366,1.382,0.73,0.803,0.916,0.123,0.278,0.655
0.368,1.392,0.732,0.813,0.925,0.125,0.279,0.661
0.37,1.402,0.734,0.818,0.932,0.126,0.279,0.666
