S1_A06,S2_A06,S3_A06,S4_A06,S5_A06,S6_A06,S7_A06,S8_A06
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.287,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.287,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.287,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.766,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.287,0.655,1.882
0.534,1.766,0.333,1.67,1.799,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.287,0.654,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.654,1.883
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.799,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.8,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.766,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.766,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.766,0.333,1.67,1.801,0.288,0.655,1.883
0.534,1.764,0.333,1.668,1.799,0.288,0.654,1.881
0.533,1.764,0.333,1.669,1.8,0.288,0.654,1.881
0.533,1.764,0.333,1.669,1.8,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.8,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.8,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.67,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.801,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.883
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.883
0.534,1.765,0.333,1.669,1.802,0.288,0.655,1.883
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.332,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.803,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.765,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.765,0.333,1.669,1.803,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.803,0.288,0.655,1.882
0.534,1.764,0.333,1.668,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.803,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.803,0.288,0.655,1.882
0.534,1.764,0.332,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.332,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.655,1.882
0.534,1.764,0.333,1.669,1.802,0.288,0.654,1.881
0.533,1.764,0.333,1.669,1.802,0.288,0.654,1.882
0.534,1.764,0.332,1.669,1.802,0.288,0.654,1.882
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.882
0.534,1.764,0.333,1.668,1.802,0.288,0.654,1.882
0.534,1.764,0.332,1.668,1.802,0.288,0.654,1.882
0.534,1.764,0.332,1.668,1.802,0.288,0.654,1.882
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.882
0.533,1.764,0.333,1.669,1.803,0.288,0.654,1.882
0.534,1.764,0.333,1.669,1.803,0.288,0.655,1.882
0.534,1.764,0.332,1.669,1.803,0.288,0.654,1.882
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.534,1.763,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.802,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.534,1.764,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.287,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.764,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.667,1.803,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.333,1.668,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.668,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.333,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.333,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.333,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.803,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.287,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.287,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.287,0.654,1.88
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.287,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.287,0.654,1.881
0.533,1.763,0.332,1.667,1.804,0.288,0.654,1.88
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.805,0.287,0.654,1.881
0.533,1.764,0.333,1.667,1.805,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.805,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.333,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.763,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.881
0.533,1.764,0.332,1.667,1.806,0.288,0.654,1.882
0.532,1.762,0.332,1.665,1.805,0.288,0.653,1.88
0.533,1.762,0.332,1.665,1.804,0.287,0.653,1.878
0.534,1.765,0.333,1.668,1.806,0.288,0.654,1.881
0.534,1.765,0.333,1.669,1.808,0.288,0.655,1.883
0.533,1.765,0.332,1.668,1.807,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.807,0.288,0.654,1.882
0.532,1.762,0.332,1.665,1.804,0.287,0.654,1.88
0.533,1.762,0.332,1.665,1.804,0.287,0.653,1.878
0.534,1.764,0.333,1.667,1.806,0.288,0.654,1.88
0.534,1.765,0.333,1.669,1.808,0.288,0.655,1.883
0.533,1.764,0.333,1.668,1.807,0.288,0.654,1.883
0.533,1.764,0.332,1.667,1.807,0.288,0.654,1.882
0.533,1.762,0.332,1.666,1.805,0.288,0.653,1.881
0.533,1.762,0.332,1.665,1.804,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.808,0.288,0.654,1.883
0.533,1.764,0.333,1.667,1.807,0.288,0.654,1.882
0.533,1.762,0.332,1.666,1.805,0.288,0.654,1.881
0.533,1.762,0.332,1.665,1.804,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.883
0.534,1.765,0.333,1.668,1.808,0.288,0.655,1.883
0.533,1.764,0.333,1.668,1.807,0.288,0.654,1.883
0.533,1.762,0.332,1.666,1.806,0.287,0.654,1.881
0.533,1.762,0.332,1.665,1.805,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.883
0.534,1.765,0.333,1.668,1.808,0.288,0.654,1.883
0.533,1.764,0.333,1.668,1.807,0.288,0.654,1.882
0.533,1.762,0.332,1.666,1.806,0.288,0.654,1.881
0.533,1.762,0.332,1.665,1.805,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.808,0.288,0.655,1.883
0.533,1.764,0.333,1.668,1.808,0.288,0.654,1.883
0.533,1.762,0.332,1.666,1.806,0.288,0.654,1.881
0.533,1.762,0.332,1.665,1.805,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.809,0.288,0.655,1.883
0.533,1.765,0.333,1.668,1.808,0.288,0.654,1.883
0.533,1.762,0.332,1.666,1.806,0.288,0.654,1.881
0.533,1.762,0.332,1.665,1.805,0.288,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.881
0.534,1.766,0.333,1.669,1.809,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.808,0.288,0.654,1.883
0.533,1.765,0.333,1.668,1.808,0.288,0.654,1.882
0.533,1.762,0.332,1.666,1.806,0.288,0.654,1.881
0.533,1.762,0.332,1.665,1.805,0.287,0.653,1.879
0.534,1.765,0.333,1.667,1.807,0.288,0.654,1.88
0.534,1.766,0.333,1.669,1.81,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.809,0.288,0.655,1.884
0.534,1.765,0.333,1.668,1.809,0.288,0.654,1.883
0.533,1.763,0.332,1.666,1.807,0.288,0.654,1.881
0.533,1.762,0.332,1.664,1.805,0.288,0.653,1.879
0.533,1.764,0.332,1.666,1.807,0.288,0.653,1.88
0.534,1.765,0.333,1.668,1.809,0.288,0.655,1.883
0.534,1.765,0.332,1.668,1.809,0.288,0.654,1.883
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.883
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.882
0.533,1.764,0.332,1.667,1.808,0.288,0.654,1.882
