S1_A10,S2_A10,S3_A10,S4_A10,S5_A10,S6_A10,S7_A10,S8_A10
0.502,1.963,0.355,1.824,2.137,0.317,0.655,2.065
0.502,1.963,0.355,1.824,2.136,0.317,0.655,2.064
0.502,1.963,0.354,1.824,2.136,0.317,0.655,2.064
0.502,1.963,0.354,1.824,2.136,0.317,0.655,2.064
0.502,1.963,0.354,1.824,2.136,0.317,0.655,2.064
0.502,1.963,0.354,1.824,2.136,0.317,0.655,2.064
0.502,1.962,0.354,1.824,2.136,0.317,0.655,2.064
0.503,1.962,0.354,1.824,2.136,0.317,0.655,2.064
0.503,1.963,0.354,1.824,2.136,0.317,0.656,2.064
0.503,1.963,0.354,1.824,2.136,0.317,0.656,2.064
0.503,1.963,0.354,1.824,2.136,0.317,0.656,2.064
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.064
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.064
0.503,1.963,0.354,1.824,2.136,0.317,0.656,2.064
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.064
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.064
0.503,1.962,0.354,1.823,2.136,0.317,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.503,1.962,0.354,1.823,2.136,0.316,0.656,2.063
0.504,1.962,0.354,1.822,2.136,0.316,0.656,2.062
0.504,1.962,0.354,1.823,2.135,0.316,0.656,2.063
0.504,1.961,0.354,1.822,2.135,0.316,0.656,2.062
0.504,1.961,0.354,1.822,2.135,0.316,0.656,2.063
0.504,1.961,0.354,1.822,2.136,0.316,0.656,2.062
0.504,1.961,0.354,1.822,2.135,0.316,0.657,2.064
0.503,1.959,0.354,1.821,2.135,0.316,0.656,2.062
0.502,1.956,0.353,1.817,2.13,0.315,0.655,2.058
0.503,1.958,0.353,1.818,2.13,0.315,0.654,2.056
0.505,1.963,0.354,1.823,2.136,0.316,0.656,2.061
0.505,1.963,0.354,1.825,2.138,0.317,0.657,2.065
0.504,1.962,0.354,1.823,2.137,0.316,0.657,2.063
0.503,1.959,0.354,1.821,2.134,0.316,0.656,2.062
0.503,1.955,0.353,1.816,2.13,0.315,0.654,2.057
0.503,1.957,0.353,1.817,2.129,0.315,0.654,2.055
0.505,1.962,0.354,1.822,2.135,0.316,0.656,2.06
0.505,1.963,0.354,1.824,2.138,0.316,0.657,2.064
0.505,1.961,0.354,1.822,2.136,0.316,0.657,2.063
0.504,1.958,0.353,1.82,2.134,0.316,0.656,2.061
0.503,1.954,0.352,1.816,2.129,0.315,0.654,2.056
0.504,1.956,0.353,1.816,2.128,0.315,0.654,2.054
0.505,1.961,0.354,1.821,2.134,0.316,0.656,2.059
0.505,1.962,0.354,1.823,2.137,0.316,0.657,2.063
0.505,1.96,0.353,1.821,2.135,0.316,0.656,2.062
0.504,1.957,0.353,1.819,2.133,0.315,0.656,2.06
0.503,1.953,0.352,1.815,2.128,0.315,0.654,2.055
0.503,1.954,0.352,1.815,2.128,0.315,0.654,2.053
0.505,1.96,0.354,1.82,2.134,0.316,0.656,2.058
0.505,1.961,0.354,1.822,2.136,0.316,0.657,2.062
0.505,1.959,0.353,1.82,2.135,0.316,0.656,2.061
0.504,1.957,0.353,1.818,2.133,0.315,0.656,2.059
0.503,1.952,0.352,1.814,2.127,0.315,0.654,2.054
0.504,1.953,0.352,1.814,2.127,0.314,0.654,2.052
0.505,1.959,0.353,1.819,2.133,0.315,0.656,2.057
0.505,1.96,0.353,1.821,2.135,0.316,0.657,2.061
0.505,1.958,0.353,1.819,2.134,0.315,0.656,2.06
0.504,1.956,0.353,1.817,2.132,0.315,0.656,2.058
0.503,1.952,0.352,1.814,2.127,0.314,0.654,2.054
0.504,1.953,0.352,1.813,2.126,0.314,0.654,2.051
0.505,1.958,0.353,1.818,2.132,0.315,0.655,2.056
0.505,1.959,0.353,1.82,2.135,0.316,0.657,2.06
0.505,1.958,0.353,1.819,2.133,0.315,0.656,2.059
0.504,1.955,0.352,1.817,2.132,0.315,0.656,2.057
0.503,1.951,0.352,1.813,2.127,0.314,0.654,2.054
0.504,1.952,0.352,1.813,2.126,0.314,0.654,2.051
0.505,1.957,0.353,1.817,2.131,0.315,0.655,2.055
0.506,1.959,0.353,1.82,2.135,0.315,0.657,2.059
0.505,1.957,0.353,1.818,2.133,0.315,0.656,2.058
0.505,1.955,0.352,1.817,2.131,0.315,0.656,2.057
0.503,1.951,0.351,1.813,2.127,0.314,0.654,2.053
0.504,1.951,0.352,1.812,2.125,0.314,0.654,2.05
0.506,1.956,0.353,1.817,2.131,0.314,0.655,2.054
0.506,1.958,0.353,1.819,2.134,0.315,0.657,2.059
0.505,1.957,0.353,1.818,2.133,0.315,0.656,2.058
0.505,1.955,0.352,1.816,2.131,0.315,0.656,2.056
0.504,1.95,0.352,1.812,2.127,0.314,0.654,2.052
0.504,1.951,0.352,1.811,2.125,0.313,0.654,2.049
0.506,1.956,0.353,1.816,2.129,0.314,0.655,2.053
0.506,1.957,0.353,1.818,2.133,0.315,0.656,2.057
0.506,1.956,0.353,1.817,2.132,0.315,0.656,2.057
0.505,1.953,0.352,1.815,2.13,0.314,0.656,2.055
0.504,1.949,0.351,1.812,2.126,0.314,0.655,2.052
0.504,1.95,0.351,1.81,2.124,0.313,0.654,2.048
0.506,1.955,0.352,1.815,2.129,0.314,0.655,2.052
0.506,1.957,0.353,1.818,2.133,0.315,0.657,2.057
0.506,1.956,0.353,1.817,2.132,0.315,0.656,2.057
0.506,1.954,0.352,1.815,2.13,0.314,0.656,2.054
0.506,1.954,0.352,1.815,2.13,0.314,0.656,2.054
0.506,1.954,0.352,1.815,2.13,0.314,0.655,2.054
0.506,1.954,0.352,1.814,2.13,0.314,0.655,2.053
0.506,1.954,0.352,1.814,2.129,0.314,0.655,2.053
0.506,1.953,0.352,1.814,2.13,0.314,0.656,2.053
0.506,1.953,0.352,1.814,2.13,0.314,0.655,2.053
0.506,1.953,0.352,1.814,2.129,0.314,0.655,2.053
0.506,1.953,0.352,1.814,2.129,0.314,0.655,2.053
0.506,1.953,0.352,1.814,2.129,0.314,0.655,2.052
0.506,1.953,0.352,1.813,2.129,0.314,0.655,2.052
0.506,1.953,0.352,1.813,2.129,0.314,0.656,2.053
0.506,1.953,0.352,1.813,2.129,0.314,0.656,2.052
0.506,1.953,0.352,1.813,2.129,0.314,0.656,2.052
0.506,1.953,0.352,1.813,2.129,0.314,0.656,2.052
0.506,1.953,0.352,1.813,2.129,0.313,0.655,2.052
0.506,1.952,0.352,1.813,2.128,0.313,0.655,2.052
0.506,1.952,0.352,1.813,2.129,0.314,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.314,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.951,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.952,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.951,0.352,1.812,2.128,0.313,0.655,2.051
0.506,1.951,0.351,1.812,2.128,0.313,0.656,2.05
0.506,1.951,0.351,1.812,2.128,0.313,0.655,2.05
0.506,1.951,0.351,1.812,2.128,0.313,0.655,2.05
0.506,1.951,0.351,1.811,2.128,0.313,0.655,2.05
0.506,1.951,0.351,1.811,2.128,0.313,0.655,2.05
0.506,1.951,0.351,1.811,2.128,0.313,0.656,2.05
0.506,1.951,0.351,1.811,2.128,0.313,0.655,2.05
0.506,1.95,0.351,1.811,2.128,0.313,0.655,2.05
0.506,1.95,0.351,1.811,2.127,0.313,0.655,2.05
0.506,1.95,0.351,1.811,2.127,0.313,0.655,2.05
0.507,1.95,0.351,1.81,2.127,0.313,0.655,2.05
0.507,1.95,0.351,1.811,2.127,0.313,0.655,2.049
0.507,1.95,0.351,1.811,2.127,0.313,0.655,2.05
0.507,1.95,0.351,1.81,2.127,0.313,0.655,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.655,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.655,2.049
0.507,1.949,0.351,1.81,2.127,0.313,0.656,2.05
0.507,1.95,0.351,1.811,2.128,0.313,0.655,2.05
0.507,1.95,0.351,1.811,2.128,0.313,0.656,2.049
0.507,1.95,0.351,1.811,2.128,0.313,0.656,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.656,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.655,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.656,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.656,2.049
0.507,1.95,0.351,1.81,2.127,0.313,0.656,2.048
0.507,1.95,0.351,1.81,2.127,0.313,0.656,2.049
0.507,1.949,0.351,1.81,2.127,0.312,0.656,2.048
0.507,1.949,0.351,1.81,2.127,0.312,0.656,2.048
0.507,1.949,0.351,1.81,2.127,0.313,0.656,2.049
0.507,1.949,0.351,1.809,2.127,0.312,0.655,2.048
0.507,1.949,0.351,1.809,2.127,0.312,0.656,2.048
0.507,1.949,0.351,1.809,2.127,0.313,0.656,2.049
0.507,1.949,0.351,1.81,2.127,0.313,0.656,2.048
0.508,1.95,0.351,1.81,2.127,0.312,0.656,2.048
0.508,1.949,0.351,1.809,2.127,0.313,0.656,2.048
0.508,1.949,0.351,1.81,2.127,0.312,0.656,2.049
0.508,1.949,0.351,1.809,2.127,0.312,0.656,2.048
0.508,1.949,0.351,1.809,2.125,0.312,0.655,2.046
0.508,1.951,0.351,1.811,2.129,0.313,0.656,2.049
0.508,1.95,0.351,1.81,2.129,0.312,0.656,2.049
0.508,1.95,0.351,1.809,2.127,0.312,0.656,2.048
0.507,1.947,0.351,1.808,2.126,0.312,0.656,2.047
0.507,1.946,0.35,1.806,2.123,0.312,0.655,2.044
0.508,1.948,0.351,1.807,2.125,0.312,0.655,2.044
0.508,1.95,0.351,1.81,2.128,0.312,0.656,2.048
0.508,1.95,0.351,1.81,2.128,0.312,0.656,2.049
0.508,1.949,0.351,1.809,2.127,0.312,0.656,2.048
0.507,1.947,0.351,1.807,2.125,0.312,0.656,2.047
0.507,1.945,0.35,1.805,2.123,0.312,0.655,2.044
0.508,1.947,0.351,1.807,2.124,0.312,0.655,2.044
0.508,1.95,0.351,1.809,2.128,0.312,0.656,2.048
0.508,1.95,0.351,1.809,2.128,0.312,0.656,2.048
0.508,1.949,0.351,1.808,2.127,0.312,0.656,2.048
0.508,1.947,0.351,1.807,2.126,0.312,0.656,2.047
0.507,1.945,0.35,1.805,2.123,0.312,0.655,2.044
0.508,1.947,0.35,1.806,2.124,0.312,0.655,2.044
0.509,1.95,0.351,1.809,2.128,0.312,0.657,2.047
0.509,1.949,0.351,1.809,2.128,0.312,0.657,2.048
0.509,1.949,0.351,1.808,2.127,0.312,0.656,2.047
0.508,1.947,0.35,1.807,2.126,0.312,0.656,2.046
0.508,1.945,0.35,1.805,2.123,0.312,0.655,2.044
0.508,1.947,0.35,1.806,2.124,0.312,0.655,2.043
0.509,1.949,0.351,1.808,2.127,0.312,0.656,2.046
0.509,1.949,0.351,1.808,2.127,0.312,0.657,2.047
0.509,1.948,0.35,1.807,2.127,0.312,0.657,2.047
0.508,1.947,0.35,1.806,2.126,0.312,0.656,2.046
0.508,1.944,0.35,1.804,2.123,0.311,0.655,2.043
0.509,1.946,0.35,1.805,2.124,0.311,0.655,2.043
0.509,1.949,0.351,1.808,2.127,0.312,0.656,2.046
0.509,1.949,0.351,1.808,2.128,0.312,0.657,2.048
0.509,1.948,0.351,1.808,2.127,0.312,0.657,2.047
0.508,1.946,0.35,1.806,2.126,0.312,0.656,2.046
0.508,1.944,0.35,1.804,2.123,0.311,0.655,2.043
0.509,1.946,0.35,1.805,2.124,0.311,0.655,2.043
0.51,1.948,0.351,1.807,2.127,0.312,0.656,2.045
0.509,1.948,0.35,1.808,2.127,0.312,0.657,2.047
0.509,1.947,0.35,1.807,2.127,0.312,0.656,2.046
0.509,1.946,0.35,1.806,2.126,0.312,0.656,2.045
0.508,1.944,0.35,1.804,2.123,0.311,0.655,2.043
0.509,1.945,0.35,1.804,2.123,0.311,0.655,2.042
0.51,1.948,0.35,1.807,2.126,0.312,0.656,2.044
0.509,1.947,0.35,1.807,2.127,0.312,0.657,2.046
0.509,1.946,0.35,1.806,2.126,0.311,0.656,2.045
0.509,1.945,0.35,1.805,2.125,0.311,0.656,2.044
0.508,1.943,0.349,1.803,2.123,0.311,0.655,2.042
0.509,1.944,0.35,1.803,2.123,0.311,0.655,2.041
0.51,1.947,0.35,1.806,2.126,0.312,0.656,2.044
0.51,1.947,0.35,1.807,2.127,0.311,0.657,2.046
0.51,1.946,0.35,1.805,2.126,0.311,0.656,2.045
0.509,1.945,0.35,1.805,2.125,0.311,0.656,2.044
0.509,1.942,0.349,1.802,2.122,0.311,0.655,2.042
0.509,1.943,0.349,1.802,2.122,0.311,0.655,2.04
0.51,1.946,0.35,1.805,2.125,0.311,0.656,2.043
0.51,1.946,0.35,1.806,2.127,0.311,0.657,2.045
0.51,1.945,0.35,1.805,2.125,0.311,0.656,2.044
0.509,1.944,0.35,1.804,2.125,0.311,0.656,2.043
0.509,1.942,0.349,1.802,2.122,0.311,0.655,2.041
0.509,1.943,0.349,1.802,2.122,0.311,0.655,2.043
0.51,1.944,0.35,1.804,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.804,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.804,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.804,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.803,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.803,2.124,0.311,0.656,2.042
0.51,1.944,0.35,1.803,2.124,0.311,0.656,2.042
0.51,1.944,0.349,1.803,2.124,0.311,0.656,2.041
0.51,1.944,0.349,1.803,2.124,0.311,0.656,2.041
0.51,1.944,0.349,1.803,2.123,0.311,0.656,2.041
0.51,1.944,0.349,1.803,2.124,0.311,0.656,2.041
0.51,1.943,0.349,1.803,2.123,0.311,0.656,2.041
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.041
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.041
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.04
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.04
0.51,1.942,0.349,1.802,2.123,0.311,0.656,2.04
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.04
0.51,1.943,0.349,1.802,2.123,0.311,0.656,2.04
0.51,1.942,0.349,1.802,2.122,0.31,0.656,2.04
0.51,1.942,0.349,1.802,2.122,0.311,0.656,2.04
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.04
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.04
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.801,2.122,0.31,0.656,2.039
0.51,1.942,0.349,1.8,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.801,2.122,0.31,0.656,2.039
0.511,1.941,0.349,1.8,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.8,2.122,0.31,0.656,2.039
0.511,1.941,0.349,1.8,2.122,0.31,0.656,2.039
0.51,1.941,0.349,1.8,2.122,0.31,0.656,2.038
0.51,1.941,0.349,1.8,2.122,0.31,0.656,2.038
0.511,1.941,0.349,1.8,2.122,0.31,0.656,2.038
0.51,1.941,0.348,1.8,2.122,0.31,0.656,2.038
0.511,1.94,0.349,1.8,2.121,0.31,0.656,2.038
0.51,1.94,0.349,1.8,2.121,0.31,0.656,2.038
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.038
0.511,1.94,0.348,1.799,2.121,0.31,0.656,2.038
0.511,1.94,0.349,1.8,2.121,0.31,0.656,2.038
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.348,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.348,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.348,1.799,2.121,0.31,0.656,2.037
0.511,1.94,0.349,1.799,2.121,0.31,0.656,2.036
0.511,1.94,0.348,1.799,2.121,0.31,0.656,2.036
0.511,1.939,0.348,1.798,2.12,0.31,0.656,2.036
0.511,1.939,0.348,1.798,2.12,0.31,0.656,2.036
0.511,1.939,0.348,1.798,2.12,0.31,0.656,2.036
0.511,1.939,0.348,1.798,2.121,0.31,0.656,2.037
0.51,1.935,0.348,1.795,2.117,0.309,0.655,2.034
0.51,1.934,0.347,1.793,2.114,0.309,0.654,2.03
0.511,1.939,0.348,1.797,2.118,0.309,0.655,2.032
0.512,1.942,0.349,1.8,2.123,0.31,0.657,2.037
0.512,1.94,0.349,1.799,2.122,0.31,0.657,2.037
0.511,1.938,0.348,1.797,2.119,0.309,0.656,2.036
0.51,1.934,0.347,1.794,2.116,0.309,0.655,2.033
0.51,1.933,0.347,1.792,2.114,0.308,0.654,2.029
0.511,1.938,0.348,1.796,2.118,0.309,0.655,2.031
0.512,1.941,0.349,1.8,2.123,0.31,0.657,2.037
0.512,1.94,0.348,1.799,2.122,0.31,0.657,2.038
0.511,1.938,0.348,1.797,2.12,0.31,0.656,2.036
0.51,1.934,0.347,1.794,2.116,0.309,0.655,2.033
0.51,1.933,0.347,1.792,2.113,0.308,0.654,2.029
0.511,1.938,0.348,1.795,2.117,0.309,0.655,2.031
0.512,1.941,0.349,1.799,2.122,0.31,0.657,2.037
0.512,1.939,0.348,1.798,2.121,0.31,0.657,2.037
0.511,1.938,0.348,1.797,2.12,0.309,0.657,2.035
0.51,1.934,0.347,1.794,2.116,0.309,0.655,2.033
0.51,1.932,0.347,1.791,2.113,0.308,0.654,2.029
0.512,1.937,0.348,1.794,2.117,0.309,0.655,2.03
0.512,1.94,0.348,1.798,2.121,0.309,0.657,2.035
0.512,1.939,0.348,1.797,2.121,0.309,0.657,2.036
0.512,1.937,0.348,1.796,2.119,0.309,0.656,2.035
0.51,1.933,0.347,1.793,2.116,0.309,0.655,2.032
0.51,1.931,0.347,1.79,2.112,0.308,0.654,2.027
0.511,1.936,0.347,1.794,2.115,0.308,0.655,2.029
0.512,1.939,0.348,1.798,2.12,0.309,0.657,2.035
0.512,1.938,0.348,1.797,2.12,0.309,0.657,2.036
0.512,1.936,0.348,1.796,2.119,0.309,0.656,2.034
0.51,1.933,0.347,1.792,2.115,0.308,0.655,2.032
0.51,1.931,0.347,1.79,2.112,0.308,0.654,2.027
0.512,1.935,0.347,1.793,2.115,0.308,0.655,2.028
0.512,1.939,0.348,1.797,2.12,0.309,0.657,2.034
0.512,1.938,0.348,1.797,2.12,0.309,0.657,2.035
0.512,1.936,0.348,1.795,2.119,0.309,0.656,2.034
0.511,1.932,0.347,1.792,2.115,0.308,0.655,2.031
0.51,1.93,0.346,1.789,2.111,0.308,0.654,2.027
0.512,1.934,0.347,1.792,2.114,0.308,0.655,2.027
0.512,1.938,0.348,1.796,2.12,0.309,0.656,2.033
0.512,1.937,0.348,1.796,2.12,0.309,0.657,2.035
0.512,1.935,0.347,1.795,2.118,0.309,0.656,2.033
0.511,1.932,0.347,1.792,2.115,0.308,0.655,2.03
0.51,1.929,0.347,1.788,2.11,0.308,0.654,2.026
0.512,1.934,0.347,1.791,2.113,0.308,0.654,2.026
0.513,1.938,0.348,1.795,2.119,0.309,0.656,2.032
0.512,1.937,0.348,1.795,2.119,0.309,0.656,2.033
0.512,1.935,0.347,1.794,2.117,0.309,0.656,2.032
0.511,1.931,0.347,1.791,2.114,0.308,0.655,2.03
0.51,1.929,0.346,1.788,2.11,0.307,0.654,2.025
0.511,1.933,0.347,1.79,2.112,0.308,0.654,2.025
0.512,1.937,0.348,1.795,2.118,0.309,0.656,2.031
0.512,1.936,0.348,1.795,2.118,0.309,0.657,2.033
0.512,1.935,0.347,1.793,2.117,0.308,0.656,2.031
0.511,1.931,0.347,1.79,2.114,0.308,0.655,2.029
0.51,1.928,0.346,1.787,2.109,0.307,0.654,2.024
0.512,1.932,0.347,1.789,2.112,0.308,0.654,2.025
0.512,1.936,0.348,1.794,2.117,0.308,0.656,2.03
0.512,1.935,0.348,1.794,2.118,0.308,0.656,2.032
0.512,1.933,0.347,1.792,2.116,0.308,0.655,2.028
0.512,1.933,0.347,1.791,2.115,0.308,0.655,2.029
0.512,1.933,0.347,1.791,2.115,0.308,0.655,2.028
0.512,1.933,0.347,1.791,2.115,0.308,0.655,2.029
0.512,1.933,0.347,1.791,2.115,0.308,0.655,2.029
0.512,1.933,0.347,1.791,2.115,0.308,0.655,2.028
0.512,1.933,0.347,1.791,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.791,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.791,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.791,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.791,2.114,0.308,0.655,2.027
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.027
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.028
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.027
0.512,1.932,0.347,1.79,2.114,0.308,0.655,2.027
0.512,1.932,0.347,1.79,2.114,0.307,0.655,2.027
0.512,1.931,0.347,1.79,2.114,0.308,0.655,2.027
0.512,1.931,0.347,1.79,2.114,0.308,0.655,2.027
0.512,1.931,0.347,1.789,2.114,0.308,0.655,2.027
0.512,1.931,0.347,1.789,2.114,0.307,0.655,2.027
